term,definition,source_anchor,notes
salt,A bit string generated during digital signature generation using the RSA Signature Scheme with Appendix - Probabilistic Signature Scheme (RSASSA-PSS RSA).,https://csrc.nist.gov/glossary/term/salt,source: NIST SP 800-106
salt,A byte string that is used as an input in the randomness extraction step specified in Section 5.,https://csrc.nist.gov/glossary/term/salt,source: NIST SP 800-56C
salt,"A non-secret value used in a cryptographic process, usually to ensure that the results of computations for one instance cannot be reused by an attacker.",https://csrc.nist.gov/glossary/term/salt,source: NIST SP 800-63-3
salt,"A non-secret value that is used in a cryptographic process, usually to ensure that the results of computations for one instance cannot be reused by an attacker.",https://csrc.nist.gov/glossary/term/salt,source: CNSSI 4009-2015; NIST SP 800-63-2
salt,"As used in this Recommendation, a byte string (which may be secret or non-secret) that is used as a MAC key.",https://csrc.nist.gov/glossary/term/salt,source: NIST SP 800-133 Rev. 2
SAM,,https://csrc.nist.gov/glossary/term/sam,abbr/syn: Security Account Manager; Security Accounts Manager; no definition listed
SAMATE,,https://csrc.nist.gov/glossary/term/samate,abbr/syn: Software Assurance Metrics and Tool Evaluation; Software Assurance Metrics And Tool Evaluation; no definition listed
SAML,,https://csrc.nist.gov/glossary/term/saml,abbr/syn: Security Assertion Markup Language; no definition listed
SAMM,,https://csrc.nist.gov/glossary/term/samm,abbr/syn: Software Assurance Maturity Model; no definition listed
sampling,The process of taking samples of something for the purpose of analysis.,https://csrc.nist.gov/glossary/term/sampling,source: NIST SP 800-55v1
SAN,"A field in an X.509 certificate that identifies one or more fully qualified domain names, IP addresses, email addresses, URIs, or UPNs to be associated with the public key contained in a certificate.",https://csrc.nist.gov/glossary/term/san,abbr/syn: Storage Area Network; Subject Alternative Name; subjectAltName; source: NIST SP 1800-16B; NIST SP 1800-16C; NIST SP 1800-16D
Sandbox,"A system that allows an untrusted application to run in a highly controlled environment where the application’s permissions are restricted to an essential set of computer permissions. In particular, an application in a sandbox is usually restricted from accessing the file system or the network. A widely used example of applications running inside a sandbox is a Java applet.",https://csrc.nist.gov/glossary/term/sandbox,source: NIST SP 800-95
Sandbox,"A restricted, controlled execution environment that prevents potentially malicious software, such as mobile code, from accessing any system resources except those for which the software is authorized.",https://csrc.nist.gov/glossary/term/sandbox,source: CNSSI 4009-2015; NIST SP 800-179
Sandbox,Isolating each guest OS from the others and restricting what resources they can access and what privileges they have.,https://csrc.nist.gov/glossary/term/sandbox,source: NIST SP 800-125
Sandbox,"A restricted, controlled execution environment that prevents potentially malicious software, such as mobile code, from accessing any system resources except those for which the software is authorized (Under Sandboxing).",https://csrc.nist.gov/glossary/term/sandbox,source: NIST SP 1800-21B
sanitization,Actions taken to render data written on media unrecoverable by ordinary and — for some forms of sanitization — extraordinary means.,https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-171r3
sanitization,"A process to remove information from media such that data recovery is not possible, including the removal of all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-171r3
sanitization,"Process to remove information from media such that information recovery is not possible. It includes removing all labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: FIPS 200; NIST SP 800-18 Rev. 1
sanitization,"2. The removal of extraneous or potentially harmful data (e.g., malware) within a file or other information container (e.g., network protocol packet).",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: CNSSI 4009-2015
sanitization,"1. A process to render access to target data on the media infeasible for a given level of effort. Clear, purge, damage, and destruct are actions that can be taken to sanitize media. See media sanitization.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: CNSSI 4009-2015
sanitization,See sanitize.,https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: CNSSI 4009-2015
sanitization,"Actions taken to render data written on media unrecoverable by both ordinary and, for some forms of sanitization, extraordinary means.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-171 Rev. 2; NIST SP 800-172; NIST SP 800-171 Rev. 1; NIST SP 800-172A
sanitization,"A process to render access to Target Data on the media infeasible for a given level of effort. Clear, Purge, and Destroy are actions that can be taken to sanitize media.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-37 Rev. 2; NIST SP 800-53 Rev. 5
sanitization,"Process to remove information from media such that data recovery is not possible. It includes removing all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-171 Rev. 2
sanitization,"Actions taken to render data written on media unrecoverable by both ordinary and, for some forms of sanitization, extraordinary means. Process to remove information from media such that data recovery is not possible. It includes removing all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-53 Rev. 4
sanitization,"Actions taken to render data written on media unrecoverable by both ordinary and, for some forms of sanitization, extraordinary means. Process to remove information from media such that data recovery is not possible. It includes removing all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-53 Rev. 4
sanitization,Process to remove information from media such that data recovery is not possible.,https://csrc.nist.gov/glossary/term/sanitization,abbr/syn: sanitize; source: NIST SP 800-172; NIST SP 800-172A
sanitize,Actions taken to render data written on media unrecoverable by ordinary and — for some forms of sanitization — extraordinary means.,https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-171r3
sanitize,"A process to remove information from media such that data recovery is not possible, including the removal of all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-171r3
sanitize,"2. The removal of extraneous or potentially harmful data (e.g., malware) within a file or other information container (e.g., network protocol packet).",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: CNSSI 4009-2015
sanitize,"1. A process to render access to target data on the media infeasible for a given level of effort. Clear, purge, damage, and destruct are actions that can be taken to sanitize media. See media sanitization.",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: CNSSI 4009-2015
sanitize,See sanitize.,https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: CNSSI 4009-2015
sanitize,"Actions taken to render data written on media unrecoverable by both ordinary and, for some forms of sanitization, extraordinary means.",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-171 Rev. 2; NIST SP 800-172; NIST SP 800-171 Rev. 1; NIST SP 800-172A
sanitize,"A process to render access to Target Data on the media infeasible for a given level of effort. Clear, Purge, and Destroy are actions that can be taken to sanitize media.",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-37 Rev. 2; NIST SP 800-53 Rev. 5; NIST SP 800-88 Rev. 1
sanitize,"Process to remove information from media such that data recovery is not possible. It includes removing all classified labels, markings, and activity logs.",https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-171 Rev. 2
sanitize,Process to remove information from media such that data recovery is not possible.,https://csrc.nist.gov/glossary/term/sanitize,abbr/syn: sanitization; source: NIST SP 800-172; NIST SP 800-172A
SANITIZE Command,"A command in the ATA and SCSI standards that leverages a firmware-based process to perform a Sanitization action. If a device supports the sanitize command, the device must support at least one of three options: overwrite, block erase (usually for flash memory-based media), or crypto scramble (Cryptographic Erase). These commands typically execute substantially faster than attempting to rewrite through the native read and write interface. The ATA standard clearly identifies that the Sanitization operations must address user data areas, user data areas not currently allocated (including “previously allocated areas and physical sectors that have become inaccessible”), and user data caches. The resulting media contents vary based on the command used. The overwrite command allows the user to specify the data pattern applied to the media, so that pattern (or the inverse of that pattern, if chosen) will be written to the media (although the actual contents of the media may vary due to encoding). The result of the block erase command is vendor unique, but will likely be 0s or 1s. The result of the crypto scramble command is vendor unique, but will likely be cryptographically scrambled data (except for areas that were not encrypted, which are set to the value the vendor defines).",https://csrc.nist.gov/glossary/term/sanitize_command,source: NIST SP 800-88 Rev. 1
SANS,,https://csrc.nist.gov/glossary/term/sans,"abbr/syn: SysAdmin, Audit, Network, Security; SysAdmin, Audit, Network, Security Institute; no definition listed"
SAO,"Senior Authorizing Official; A senior organization official that has budgetary control, provides oversight, develops policy, and has authority over all functions and services provided by the issuer.",https://csrc.nist.gov/glossary/term/sao,source: NIST SP 800-79-2
SAOP,"The senior official designated by the head of each agency who has agency-wide responsibility for privacy, including implementing privacy protections; ensuring compliance with federal laws, regulations, and policies related to privacy; managing privacy risks at the agency; and filling a central policy-making role in the agency’s development and evaluation of legislative, regulatory, and other policy proposals.",https://csrc.nist.gov/glossary/term/saop,abbr/syn: Senior Agency Official for Privacy; source: NIST SP 800-50r1
SAOP,The senior organizational official with overall organization-wide responsibility for information privacy issues.,https://csrc.nist.gov/glossary/term/saop,abbr/syn: Senior Agency Official for Privacy; source: NIST SP 800-53 Rev. 4; NIST SP 800-53A Rev. 4
SAOP,"The senior official, designated by the head of each agency, who has agency-wide responsibility for privacy, including implementation of privacy protections; compliance with Federal laws, regulations, and policies relating to privacy; management of privacy risks at the agency; and a central policy-making role in the agency’s development and evaluation of legislative, regulatory, and other policy proposals.",https://csrc.nist.gov/glossary/term/saop,abbr/syn: Senior Agency Official for Privacy; source: NISTIR 8062
SAORM,,https://csrc.nist.gov/glossary/term/saorm,abbr/syn: Senior Accountable Official for Risk Management; no definition listed
SAP,A program established for a specific class of classified information that imposes safeguarding and access requirements that exceed those normally required for information at the same classification level.,https://csrc.nist.gov/glossary/term/sap,abbr/syn: Special Access Program; source: NIST SP 800-53 Rev. 4
SAPF,,https://csrc.nist.gov/glossary/term/sapf,abbr/syn: Special Access Program Facility; no definition listed
SAR,,https://csrc.nist.gov/glossary/term/sar,abbr/syn: Security Assessment Report; no definition listed
Sarbanes-Oxley Act,,https://csrc.nist.gov/glossary/term/sarbanes_oxley_act,abbr/syn: SOX; no definition listed
SARD,,https://csrc.nist.gov/glossary/term/sard,abbr/syn: Software Assurance Reference Dataset; Static Analysis Reference Dataset; no definition listed
SAS,,https://csrc.nist.gov/glossary/term/sas,abbr/syn: Serial Attached SCSI; no definition listed
SASE,,https://csrc.nist.gov/glossary/term/sase,abbr/syn: secure access service edge; no definition listed
SAST,,https://csrc.nist.gov/glossary/term/sast,abbr/syn: static application security tool; no definition listed
SATA,,https://csrc.nist.gov/glossary/term/sata,abbr/syn: Serial Advanced Technology Attachment; no definition listed
SATE,,https://csrc.nist.gov/glossary/term/sate,abbr/syn: Static Analysis Tool Exposition; no definition listed
satellite,Bus and payload combined into one operational asset.,https://csrc.nist.gov/glossary/term/satellite,source: NIST IR 8270
Satisfaction,"Freedom from discomfort, and positive attitudes towards the use of the product.",https://csrc.nist.gov/glossary/term/satisfaction,source: NISTIR 8040
SAV,,https://csrc.nist.gov/glossary/term/sav,abbr/syn: Source Address Validation; no definition listed
SB,,https://csrc.nist.gov/glossary/term/sb,abbr/syn: UEFI Secure Boot; no definition listed
SBA,,https://csrc.nist.gov/glossary/term/sba,abbr/syn: Small Business Administration; no definition listed
SBH,,https://csrc.nist.gov/glossary/term/sbh,abbr/syn: Signature Block Header; no definition listed
SBIR,,https://csrc.nist.gov/glossary/term/sbir,abbr/syn: Small Business Innovation Research; no definition listed
SBOM,A formal record containing the details and supply chain relationships of various components used in building software. Software developers and vendors often create products by assembling existing open source and commercial software components. The SBOM enumerates these components in a product.,https://csrc.nist.gov/glossary/term/sbom,abbr/syn: Software Bill of Material; Software Bill of Materials; source: NIST SP 800-161r1-upd1
S-box,A non-linear substitution table used in SUBBYTES() and KEYEXPANSION() to perform a one-to-one substitution of a byte value.,https://csrc.nist.gov/glossary/term/s_box,source: FIPS 197
SBU,,https://csrc.nist.gov/glossary/term/sbu,abbr/syn: Sensitive But Unclassified; no definition listed
SC,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-137; NIST SP 800-37 Rev. 1; NIST SP 800-39; NIST SP 800-53A Rev. 4
SC,"The characterization of information or an information system based on an assessment of the potential impact that a loss of confidentiality, integrity, or availability of such information or information system would have on organizational operations, organizational assets, or individuals.",https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-18 Rev. 1
SC,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSSI No.1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-30 Rev. 1
SC,"The characterization of information or an information system based on an assessment of the potential impact that a loss of confidentiality, integrity, or availability of such information or information system would have on organizational operations, organizational assets, individuals, other organizations, and the Nation.",https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-53 Rev. 4
SC,"The characterization of information or an information system based on an assessment of the potential impact that a loss of confidentiality, integrity, or availability of such information or information system would have on organizational operations, organizational assets, individuals, other organizations, or the Nation.",https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-60 Vol. 1 Rev. 1; NIST SP 800-60 Vol. 2 Rev. 1
SC,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS Publication 199 for other than national security systems. See Security Category.,https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NIST SP 800-53 Rev. 4
SC,The process of determining the security category for information or an information system. Security categorization methodologies are described in Committee on National Security Systems (CNSS) Instruction 1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/sc,abbr/syn: Security Categorization; Security Category; Subcommittee; System and Communications Protection; System Component; source: NISTIR 8170
SC 37,The Biometrics standardization subcommittee under ISO/IEC Joint Technical Committee,https://csrc.nist.gov/glossary/term/sc_37,source: NIST SP 800-76-2
SCA,"The individual, group, or organization responsible for conducting a security control assessment.",https://csrc.nist.gov/glossary/term/sca,abbr/syn: Security Control Assessor; Side-Channel Attack; software composition analysis; SRxCryptoAPI; Supply Chain Assurance; source: NIST SP 800-137; NIST SP 800-30 Rev. 1; NIST SP 800-37 Rev. 1; NIST SP 800-39; NIST SP 800-53 Rev. 4; NIST SP 800-53A Rev. 4
SCA,"An attack enabled by leakage of information from a physical cryptosystem. Characteristics that could be exploited in a side-channel attack include timing, power consumption, and electromagnetic and acoustic emissions.",https://csrc.nist.gov/glossary/term/sca,abbr/syn: Security Control Assessor; Side-Channel Attack; software composition analysis; SRxCryptoAPI; Supply Chain Assurance; source: NIST SP 800-63-3
SCA,"Confidence that the supply chain will produce and deliver elements, processes, and information that function as expected.",https://csrc.nist.gov/glossary/term/sca,abbr/syn: Security Control Assessor; Side-Channel Attack; software composition analysis; SRxCryptoAPI; Supply Chain Assurance; source: NISTIR 7622
SCADA,"A generic name for a computerized system that is capable of gathering and processing data and applying operational controls over long distances. Typical uses include power transmission and distribution and pipeline systems. SCADA was designed for the unique communication challenges (e.g., delays, data integrity) posed by the various media that must be used, such as phone lines, microwave, and satellite. Usually shared rather than dedicated.",https://csrc.nist.gov/glossary/term/scada,abbr/syn: supervisory control and data acquisition; source: NIST SP 800-82r3
SCADA Security Scientific Symposium,,https://csrc.nist.gov/glossary/term/scada_security_scientific_symposium,abbr/syn: S4; no definition listed
SCADS,"A generic name for a computerized system that is capable of gathering and processing data and applying operational controls over long distances. Typical uses include power transmission and distribution and pipeline systems. SCADA was designed for the unique communication challenges (e.g., delays, data integrity) posed by the various media that must be used, such as phone lines, microwave, and satellite. Usually shared rather than dedicated.",https://csrc.nist.gov/glossary/term/scads,abbr/syn: supervisory control and data acquisition; source: NIST SP 800-82r3
SCAI,,https://csrc.nist.gov/glossary/term/scai,"abbr/syn: Safety, Controls, Alarms, and Interlocks; no definition listed"
Scalability,"The ability to support more users, concurrent sessions, and throughput than a single SSL VPN device can typically handle.",https://csrc.nist.gov/glossary/term/scalability,source: NIST SP 800-113
Scalability testing,Testing the ability of a system to handle an increasing amount of work correctly.,https://csrc.nist.gov/glossary/term/scalability_testing,source: NIST SP 800-152
scanning,Sending packets or requests to another system to gain information to be used in a subsequent attack.,https://csrc.nist.gov/glossary/term/scanning,source: CNSSI 4009-2015
SCAP,,https://csrc.nist.gov/glossary/term/scap,abbr/syn: Security Content Automation Program; Security Content Automation Protocol; no definition listed
SCAP Capability,A specific function or functions of a product as defined below: Authenticated Configuration Scanner: the capability to audit and assess a target system to determine its compliance with a defined set of configuration requirements using target system logon privileges. Common Vulnerabilities and Exposures (CVE) Option: the capability to process and present CVEs correctly and completely. Open Checklist Interactive Language (OCIL) Option: the capability to process and present OCIL correctly and completely.,https://csrc.nist.gov/glossary/term/scap_capability,source: NISTIR 7511 Rev. 4
SCAP component,A logical unit of data expressed using one or more of the SCAP component specifications.,https://csrc.nist.gov/glossary/term/scap_component,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP component,"One of the eleven specifications that comprise SCAP: Asset Identification, ARF, CCE, CCSS, CPE, CVE, CVSS, OCIL, OVAL, TMSAD, and XCCDF.",https://csrc.nist.gov/glossary/term/scap_component,source: NISTIR 7511 Rev. 4
SCAP conformant,A product or SCAP data stream that meets the requirements of this specification.,https://csrc.nist.gov/glossary/term/scap_conformant,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP content,Part or all of one or more SCAP data streams.,https://csrc.nist.gov/glossary/term/scap_content,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP Content Checklist,An automated checklist that adheres to the SCAP specification in NIST SP 800-126 for documenting security settings in machine-readable standardized SCAP formats.,https://csrc.nist.gov/glossary/term/scap_content_checklist,source: NIST SP 800-70 Rev. 4
SCAP Content Validation Tool,,https://csrc.nist.gov/glossary/term/scap_content_validation_tool,abbr/syn: SCAPVal; no definition listed
SCAP data stream,A specific instantiation of SCAP content.,https://csrc.nist.gov/glossary/term/scap_data_stream,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP data stream collection,A container for SCAP data streams and components.,https://csrc.nist.gov/glossary/term/scap_data_stream_collection,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP result data stream,An SCAP data stream that holds output (result) content.,https://csrc.nist.gov/glossary/term/scap_result_data_stream,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP result data stream,"A bundle of SCAP components, along with the mappings of references between SCAP components, that holds output (result) content.",https://csrc.nist.gov/glossary/term/scap_result_data_stream,source: NISTIR 7511 Rev. 4
SCAP Revision,"A version of the SCAP specification designated by a revision number in the format nn.nn.nn, where the first nn is the major revision number, the second nn number is the minor revision number, and the final nn number is the refinement number. A specific SCAP revision will populate all three fields, even if that means using zeros to show no minor revision or refinement number has been used to date. A leading zero will be used to pad single-digit revision or refinement numbers.",https://csrc.nist.gov/glossary/term/scap_revision,source: NISTIR 7511 Rev. 4
SCAP source data stream,An SCAP data stream that holds input (source) content.,https://csrc.nist.gov/glossary/term/scap_source_data_stream,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP source data stream,"A bundle of SCAP components, along with the mappings of references between SCAP components, that holds input (source) content.",https://csrc.nist.gov/glossary/term/scap_source_data_stream,source: NISTIR 7511 Rev. 4
SCAP source data stream collection,A container for SCAP data streams and components.,https://csrc.nist.gov/glossary/term/scap_source_data_stream_collection,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAP use case,A pre-defined way in which a product can use SCAP. See Section 5 for the definitions of the SCAP use cases.,https://csrc.nist.gov/glossary/term/scap_use_case,source: NIST SP 800-126 Rev. 3; NIST SP 800-126 Rev. 2
SCAPVal,,https://csrc.nist.gov/glossary/term/scapval,abbr/syn: SCAP Content Validation Tool; Security Content Automation Protocol Validation Tool; no definition listed
SCARL,,https://csrc.nist.gov/glossary/term/scarl,abbr/syn: Side Channel Analysis with Reinforcement Learning; no definition listed
SCAS,,https://csrc.nist.gov/glossary/term/scas,abbr/syn: Security Assurance Specifications; no definition listed
Scatternet,A chain of piconets created by allowing one or more Bluetooth devices to each be a slave in one piconet and act as the master for another piconet simultaneously. A scatternet allows several devices to be networked over an extended distance.,https://csrc.nist.gov/glossary/term/scatternet,source: NIST SP 800-121 Rev. 2; NIST SP 800-121 Rev. 1
scavenging,Searching through object residue to acquire data.,https://csrc.nist.gov/glossary/term/scavenging,source: CNSSI 4009-2015
SCBA,,https://csrc.nist.gov/glossary/term/scba,abbr/syn: Self-Contained Breathing Apparatus; no definition listed
SCC,,https://csrc.nist.gov/glossary/term/scc,abbr/syn: Sector Coordinating Council; no definition listed
SCCM,,https://csrc.nist.gov/glossary/term/sccm,abbr/syn: System Center Configuration Manager; Systems Center Configuration Manager; no definition listed
Scenario,"A sequential, narrative account of a hypothetical incident that provides the catalyst for the exercise and is intended to introduce situations that will inspire responses and thus allow demonstration of the exercise objectives.",https://csrc.nist.gov/glossary/term/scenario,source: NIST SP 800-84
Scenario Test,Scenario testing is intended to mimic an operational application and simultaneously institute controls on the procedures. Scenario testing requires members of a human test population to transact with biometric sensors. Scenario tests are appropriate for capturing and assessing the effects of interactions human users have with biometric sensors and interfaces.,https://csrc.nist.gov/glossary/term/scenario_test,source: NIST SP 800-85B
SCEP,"A protocol defined in an IETF internet draft specification that is used by numerous manufacturers of network equipment and software who are developing simplified means of handling certificates for large-scale implementation to everyday users, as well as referenced in other industry standards.",https://csrc.nist.gov/glossary/term/scep,abbr/syn: Simple Certificate Enrollment Protocol; source: NIST SP 1800-16B
SCEPACS,,https://csrc.nist.gov/glossary/term/scepacs,abbr/syn: Smart Card Enabled Physical Access Control System; no definition listed
scheduled data transfer,"A connection used to transfer data on a regular, recurring basis.",https://csrc.nist.gov/glossary/term/scheduled_data_transfer,source: NIST SP 800-47 Rev. 1
Scheme,"Set of rules and procedures that describes the objects of conformity assessment, identifies the specified requirements and provides the methodology for performing conformity assessment.",https://csrc.nist.gov/glossary/term/scheme,source: Cybersecurity Labeling for Consumer IoT Products
Scheme,A (cryptographic) scheme consists of a set of unambiguously specified transformations that are capable of providing a (cryptographic) service when properly implemented and maintained. A scheme is a higher-level construct than a primitive and a lower-level construct than a protocol.,https://csrc.nist.gov/glossary/term/scheme,source: NIST SP 800-56A Rev. 2
Scheme,A set of unambiguously specified transformations that provide a (cryptographic) service when properly implemented and maintained. A scheme is a higher-level construct than a primitive and a lower-level construct than a protocol.,https://csrc.nist.gov/glossary/term/scheme,source: NIST SP 800-56B Rev. 2
Scheme,"A set of unambiguously specified transformations that provide a (cryptographic) service (e.g., key establishment) when properly implemented and maintained. A scheme is a higher-level construct than a primitive and a lower-level construct than a protocol.",https://csrc.nist.gov/glossary/term/scheme,source: NIST SP 800-175B Rev. 1
Scheme,"A (cryptographic) scheme consists of a set of unambiguously specified transformations that are capable of providing a (cryptographic) service when properly implemented and maintained. A scheme is a higher-level construct than a primitive, and a lower-level construct than a protocol.",https://csrc.nist.gov/glossary/term/scheme,source: NIST SP 800-56B Rev. 1
Scheme Owner,Person or organization responsible for the development and maintenance of a conformity assessment system or conformity assessment scheme.,https://csrc.nist.gov/glossary/term/scheme_owner,source: Cybersecurity Labeling for Consumer IoT Products
Scheme Owner,The entity that manages the labeling scheme and determines its structure and management and performs oversight to ensure that the scheme is functioning consistently with overall objectives.,https://csrc.nist.gov/glossary/term/scheme_owner,source: Cybersecurity Labeling of Consumer Software
Schweitzer Engineering Laboratories,,https://csrc.nist.gov/glossary/term/schweitzer_engineering_laboratories,abbr/syn: SEL; no definition listed
SCI,"Classified information concerning or derived from intelligence sources, methods, or analytical processes, which is required to be handled within formal access control systems established by the Director of National Intelligence.",https://csrc.nist.gov/glossary/term/sci,abbr/syn: Sensitive Compartmented Information; source: NIST SP 800-53 Rev. 4
SCI,"Classified information concerning or derived from intelligence sources, methods, or analytical processes, which is required to be handled within formal access control systems established by the Director of National Intelligence.",https://csrc.nist.gov/glossary/term/sci,abbr/syn: Sensitive Compartmented Information; source: NIST SP 800-53 Rev. 4
"Science, Technology, Engineering, and Math",,https://csrc.nist.gov/glossary/term/science_technology_engineering_and_math,abbr/syn: STEM; no definition listed
SCIF,,https://csrc.nist.gov/glossary/term/scif,abbr/syn: Sensitive Compartmented Information Facility; no definition listed
SCIP,,https://csrc.nist.gov/glossary/term/scip,abbr/syn: Secure Communications Interoperability Protocol; no definition listed
SCM,,https://csrc.nist.gov/glossary/term/scm,abbr/syn: software configuration management; no definition listed
SCMS,,https://csrc.nist.gov/glossary/term/scms,abbr/syn: Security Credential Management System; no definition listed
scoping considerations,"A part of tailoring guidance providing organizations with specific considerations on the applicability and implementation of security controls in the security control baseline. Areas of consideration include policy/regulatory, technology, physical infrastructure, system component allocation, operational/environmental, public access, scalability, common control, and security objective.",https://csrc.nist.gov/glossary/term/scoping_considerations,source: CNSSI 4009-2015; NIST SP 800-53 Rev. 4
scoping considerations,"A part of tailoring guidance providing organizations with specific considerations on the applicability and implementation of controls in the control baselines. Considerations include policy/regulatory, technology, physical infrastructure, system element allocation, operational/environmental, public access, scalability, common control, and security objective.",https://csrc.nist.gov/glossary/term/scoping_considerations,source: NIST SP 800-37 Rev. 2
scoping considerations,"A part of tailoring guidance that provides organizations with specific considerations on the applicability and implementation of security and privacy controls in the control baselines. Considerations include policy or regulatory, technology, physical infrastructure, system component allocation, public access, scalability, common control, operational or environmental, and security objective.",https://csrc.nist.gov/glossary/term/scoping_considerations,source: NIST SP 800-53 Rev. 5; NIST SP 800-53A Rev. 5
scoping considerations,"A part of tailoring guidance providing organizations with specific considerations on the applicability and implementation of security and privacy controls in the control baselines. Considerations include policy or regulatory, technology, physical infrastructure, system component allocation, public access, scalability, common control, operational or environmental, and security objective.",https://csrc.nist.gov/glossary/term/scoping_considerations,source: NIST SP 800-53B
Scoping Guidance,"Provides organizations with specific technology-related, infrastructure-related, public access-related, scalability-related, common security control-related, and risk-related considerations on the applicability and implementation of individual security controls in the control baseline.",https://csrc.nist.gov/glossary/term/scoping_guidance,source: NIST SP 800-18 Rev. 1
SCOR,,https://csrc.nist.gov/glossary/term/scor,abbr/syn: Security Control Overlay Repository; no definition listed
SCORE,,https://csrc.nist.gov/glossary/term/score,abbr/syn: Special Cyber Operations Research and Engineering; no definition listed
SCP,,https://csrc.nist.gov/glossary/term/scp,abbr/syn: Secure Copy; Secure Copy Protocol; Service Class Provider; System Contingency Plan; no definition listed
Script,"A sequence of instructions, ranging from a simple list of operating system commands to full-blown programming language statements, which can be executed automatically by an interpreter.",https://csrc.nist.gov/glossary/term/script,source: NIST SP 800-28 Version 2
Scripting Language,A definition of the syntax and semantics for writing and interpreting scripts.,https://csrc.nist.gov/glossary/term/scripting_language,source: NIST SP 800-28 Version 2
SCRM,"the implementation of processes, tools or techniques to minimize the adverse impact of attacks that allow the adversary to utilize implants or other vulnerabilities inserted prior to installation in order to infiltrate data, or manipulate information technology hardware, software, operating systems, peripherals (information technology products) or services at any point during the life cycle.",https://csrc.nist.gov/glossary/term/scrm,abbr/syn: Supply Chain Risk Management; source: NISTIR 8074 Vol. 2
SCRTM,,https://csrc.nist.gov/glossary/term/scrtm,abbr/syn: Static Core Root of Trust for Measurement; no definition listed
SCSI,A magnetic media interface specification. Small Computer System Interface.,https://csrc.nist.gov/glossary/term/scsi,abbr/syn: Small Computer System Interface; source: NIST SP 800-88 Rev. 1
SCTP,,https://csrc.nist.gov/glossary/term/sctp,abbr/syn: Stream Control Transmission Protocol; no definition listed
