term,definition,source_anchor,notes
Certificate class,"A CA-designation (e.g., ""class 0"" or ""class 1"") indicating how thoroughly the CA checked the validity of the certificate. Per X.509 rules, the ""class"" should be encoded in the certificate as a CP extension: the CA can insert an object identifier (OID) that designates the set of procedures applied for the issuance of the certificate. These OIDs are CA-specific and can be understood only by referring to the CA's Certification Practice Statement.",https://csrc.nist.gov/glossary/term/certificate_class,source: NIST SP 800-57 Part 2 Rev.1
Certificate Enrollment Policy,,https://csrc.nist.gov/glossary/term/certificate_enrollment_policy,abbr/syn: CEP; no definition listed
Certificate Enrollment Service,,https://csrc.nist.gov/glossary/term/certificate_enrollment_service,abbr/syn: CES; no definition listed
certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed.",https://csrc.nist.gov/glossary/term/certificate_management,source: CNSSI 4009-2015
certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed. (In the context of this practice guide, it also includes inventory, monitoring, enrolling, installing, and revoking.)",https://csrc.nist.gov/glossary/term/certificate_management,source: NIST SP 1800-16B; NIST SP 1800-16D
certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed. (In the context of this practice guide, it also includes inventory, monitoring, enrolling, installing, and revoking).",https://csrc.nist.gov/glossary/term/certificate_management,source: NIST SP 1800-16C
Certificate Management Service,,https://csrc.nist.gov/glossary/term/certificate_management_service,abbr/syn: CMS; no definition listed
Certificate owner,The human(s) responsible for the management of a given certificate.,https://csrc.nist.gov/glossary/term/certificate_owner,source: NIST SP 800-57 Part 2 Rev.1
Certificate owner,"The entity that is responsible for managing the certificate, including requesting, replacing, and revoking the certificate if and when required. The certificate owner is not necessarily the subject entity associated with the public key in the certificate (i.e., the key pair owner).",https://csrc.nist.gov/glossary/term/certificate_owner,source: NIST SP 800-175B Rev. 1
Certificate owner,"A human entity that is identified as the subject in a public key certificate or is a sponsor of a non-human entity (e.g., device, application or process) that is identified as the certificate subject.",https://csrc.nist.gov/glossary/term/certificate_owner,source: NIST SP 800-57 Part 1 Rev. 5
certificate revocation list (CRL),A list of revoked public key certificates&nbsp;created and digitally signed by a certification&nbsp;authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: FIPS 201-3
certificate revocation list (CRL),"These are digitally signed “blacklists” of revoked certificates. Certification authorities (CAs) periodically issue certificate revocation lists (CRLs), and users can retrieve them on demand via repositories.",https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: CNSSI 4009-2015
certificate revocation list (CRL),1. A list of revoked public key certificates created and digitally signed by a Certificate Authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: CNSSI 4009-2015
certificate revocation list (CRL),A list of revoked public key certificates created and digitally signed by a Certification Authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 1800-12b; NISTIR 7711; FIPS 201
certificate revocation list (CRL),a list of revoked but unexpired certificates issued by a CA.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 800-15
certificate revocation list (CRL),A list maintained by a Certification Authority of the certificates which it has issued that are revoked prior to their stated expiration date.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 800-32; NIST SP 1800-27C
certificate revocation list (CRL),A list of revoked public key certificates by certificate number that includes the revocation date and (possibly) the reason for their revocation.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 800-57 Part 2 Rev.1
certificate revocation list (CRL),A list of revoked but unexpired certificates issued by a Certification Authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 800-175B Rev. 1
certificate revocation list (CRL),A list of digital certificates that have been revoked by an issuing CA before their scheduled expiration date and should no longer be trusted.,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 1800-16B; NIST SP 1800-16C; NIST SP 1800-16D
certificate revocation list (CRL),A list of revoked public key certificates created and digitally signed by a Certificate Authority. See [RFC 5280].,https://csrc.nist.gov/glossary/term/certificate_revocation_list,abbr/syn: CRL; source: NIST SP 800-63-2
Certificate Signing Request,A request sent from a certificate requester to a certificate authority to apply for a digital identity certificate. The certificate signing request contains the public key as well as other information to be included in the certificate and is signed by the private key corresponding to the public key.,https://csrc.nist.gov/glossary/term/certificate_signing_request,abbr/syn: CSR; source: NIST SP 1800-16B; NIST SP 1800-16C; NIST SP 1800-16D
Certificate Status Authority,"A trusted entity that provides on-line verification to a relying party of a subject certificate's trustworthiness, and may also provide additional attribute information for the subject certificate.",https://csrc.nist.gov/glossary/term/certificate_status_authority,abbr/syn: CSA; source: NIST SP 800-32
certificate status server,"An authority that provides status information about certificates on behalf of the CA through online transactions (e.g., an online certificate status protocol (OCSP) responder).",https://csrc.nist.gov/glossary/term/certificate_status_server,abbr/syn: CSS; source: CNSSI 4009-2015
Certificate Transparency,A framework for publicly logging the existence of Transport Layer Security (TLS) certificates as they are issued or observed in a manner that allows anyone to audit CA activity and notice the issuance of suspect certificates as well as to audit the certificate logs themselves. (Experimental RFC 6962),https://csrc.nist.gov/glossary/term/certificate_transparency,abbr/syn: CT; source: NIST SP 1800-16B; NIST SP 1800-16C
Certificate Usage Type,,https://csrc.nist.gov/glossary/term/certificate_usage_type,abbr/syn: CU; no definition listed
Certificate-inventory management,See Key-inventory management.,https://csrc.nist.gov/glossary/term/certificate_inventory_management,source: NIST SP 800-57 Part 1 Rev. 5
Certificate-inventory management,"Establishing and maintaining records of the keys and/or certificates in use, assigning and tracking their owners or sponsors, monitoring key and certificate status, and reporting the status to the appropriate official for remedial action when required.",https://csrc.nist.gov/glossary/term/certificate_inventory_management,source: NIST SP 800-57 Part 1 Rev. 5
certificate-related information,"Information, such as subscriber’s postal address, that is not included in a certificate. May be used by a certification authority (CA) managing certificates.",https://csrc.nist.gov/glossary/term/certificate_related_information,source: CNSSI 4009-2015
certification,"Third-party attestation related to an object of conformity assessment, with the exception of accreditation.",https://csrc.nist.gov/glossary/term/certification,source: Cybersecurity Labeling for Consumer IoT Products
certification,"A designation earned to ensure qualifications to perform a job or task. Often issued by a professional organization, industry vendor, or employer to signify an achievement following a course of study.",https://csrc.nist.gov/glossary/term/certification,source: NIST SP 800-50r1
certification,"A comprehensive assessment of the management, operational, and technical security controls in an information system, made in support of security accreditation, to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security requirements for the system.",https://csrc.nist.gov/glossary/term/certification,source: FIPS 200; NIST SP 800-18 Rev. 1; NIST SP 800-60 Vol. 1 Rev. 1; NIST SP 800-60 Vol. 2 Rev. 1; NIST SP 800-82 Rev. 2
certification,Comprehensive evaluation of an information system component that establishes the extent to which a particular design and implementation meets a set of specified security requirements.,https://csrc.nist.gov/glossary/term/certification,source: CNSSI 4009-2015
certification,"a formal process for testing components or systems against a specified set ofsecurity requirements. Certification is normally performed by an independent reviewer rather than one involved in building the system. Certification can be part of the review of security controls identified in OMB Circular A-130, Appendix III, which calls for security reviews to assure that management, operational, and technical controls are appropriate and functioning effectively. (See Accreditation.)",https://csrc.nist.gov/glossary/term/certification,source: NIST SP 800-16
certification,The process of verifying the correctness of a statement or claim and issuing a certificate as to its correctness.,https://csrc.nist.gov/glossary/term/certification,source: FIPS 201; FIPS 201-3
Certification Agent,"The individual, group, or organization responsible for conducting a security certification.",https://csrc.nist.gov/glossary/term/certification_agent,source: NIST SP 800-18 Rev. 1
certification analyst,"The independent technical liaison for all stakeholders involved in the certification and accreditation (C&A) process responsible for objectively and independently evaluating a system as part of the risk management process. Based on the security requirements documented in the security plan, performs a technical and non-technical review of potential vulnerabilities in the system and determines if the security controls (management, operational, and technical) are correctly implemented and effective.",https://csrc.nist.gov/glossary/term/certification_analyst,source: CNSSI 4009-2015
certification authority,The entity in a public-key infrastructure (PKI) that is responsible for issuing certificates and exacting compliance with a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: FIPS 204
certification authority,"An entity authorized to create, sign, issue, and revoke public key certificates.",https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: CNSSI 4009-2015
certification authority,A trusted entity that issues and revokes public key certificates.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 1800-12b; NISTIR 7711; FIPS 201; FIPS 201-3
certification authority,"A trusted entity that issues certificates to end entities and other CAs. CAs issue CRLs periodically, and post certificates and CRLs to a repository.",https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-15
certification authority,An authority trusted by one or more users to issue and manage X.509 Public Key Certificates and CARLs or CRLs.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-32
certification authority,The entity in a Public-Key Infrastructure (PKI) that is responsible for issuing public key certificates and exacting compliance to a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-56A Rev. 2
certification authority,The entity in a Public Key Infrastructure (PKI) that issues certificates to certificate subjects.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-57 Part 1 Rev. 4; NIST SP 800-57 Part 1 Rev. 5
certification authority,The entity in a Public Key Infrastructure (PKI) that is responsible for issuing certificates and exacting compliance with a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-89; FIPS 186-5
certification authority,The entity in a Public Key Infrastructure (PKI) that is responsible for issuing certificates and exacting compliance to a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-57 Part 2; NIST SP 800-57 Part 2 Rev.1; NIST SP 800-57 Part 1 Rev. 3
certification authority,The entity in a public key infrastructure (PKI) that is responsible for issuing certificates to certificate subjects and exacting compliance to a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-175B Rev. 1
certification authority,The entity in a Public Key Infrastructure (PKI) that is responsible for issuing public-key certificates and exacting compliance to a PKI policy.,https://csrc.nist.gov/glossary/term/certification_authority,abbr/syn: CA; source: NIST SP 800-56B Rev. 1
Certification Authority System,,https://csrc.nist.gov/glossary/term/certification_authority_system,abbr/syn: CAS; no definition listed
Certification Authority Workstation,Commercial-off-the-shelf (COTS) workstation with a trusted operating system and special purpose application software that is used to issue certificates. Rationale: Term has been replaced by the term “certificate authority workstation (CAW)”.,https://csrc.nist.gov/glossary/term/certification_authority_workstation,abbr/syn: CAW; source: CNSSI 4009-2015
certification package,"Product of the certification effort documenting the detailed results of the certification activities. Rationale: The Risk Management Framework uses a new term to refer to this concept, and it is called security assessment report (SAR).",https://csrc.nist.gov/glossary/term/certification_package,source: CNSSI 4009-2015
certification practice statement (CPS),"A statement of the practices that a certification authority (CA) employs in issuing, suspending, revoking, and renewing certificates and providing access to them, in accordance with specific requirements (i.e., requirements specified in this Certificate Policy, or requirements specified in a contract for services).",https://csrc.nist.gov/glossary/term/certification_practice_statement,abbr/syn: CPS; source: CNSSI 4009-2015
certification practice statement (CPS),A statement of the practices which a Certification Authority employs in issuing certificates.,https://csrc.nist.gov/glossary/term/certification_practice_statement,abbr/syn: CPS; source: NIST SP 800-15
certification practice statement (CPS),"A statement of the practices that a CA employs in issuing, suspending, revoking and renewing certificates and providing access to them, in accordance with specific requirements (i.e., requirements specified in this CP, or requirements specified in a contract for services).",https://csrc.nist.gov/glossary/term/certification_practice_statement,abbr/syn: CPS; source: NIST SP 800-32
certification practice statement (CPS),A statement of the practices that a certification authority employs in issuing certificates.,https://csrc.nist.gov/glossary/term/certification_practice_statement,abbr/syn: CPS; source: NIST SP 800-57 Part 2
certification practice statement (CPS),A statement of the practices that a Certification Authority employs in issuing and managing public key certificates.,https://csrc.nist.gov/glossary/term/certification_practice_statement,abbr/syn: CPS; source: NIST SP 800-57 Part 2 Rev.1
certification test and evaluation,"Software, hardware, and firmware security tests conducted during development of an information system component.",https://csrc.nist.gov/glossary/term/certification_test_and_evaluation,abbr/syn: CT&E; source: CNSSI 4009-2015
certified TEMPEST technical authority,"An experienced, technically qualified U.S. Government employee who has met established certification requirements in accordance with CNSS approved criteria and has been appointed by a U.S. Government Department or Agency to fulfill CTTA responsibilities.",https://csrc.nist.gov/glossary/term/certified_tempest_technical_authority,abbr/syn: CTTA; source: CNSSI 4009-2015
certifier,"Individual responsible for making a technical judgment of the system’s compliance with stated requirements, identifying and assessing the risks associated with operating the system, coordinating the certification activities, and consolidating the final certification and accreditation packages. Rationale: Term has been replaced by the term “security control assessor”.",https://csrc.nist.gov/glossary/term/certifier,source: CNSSI 4009-2015
CES,,https://csrc.nist.gov/glossary/term/ces,abbr/syn: Certificate Enrollment Service; no definition listed
CESER,,https://csrc.nist.gov/glossary/term/ceser,"abbr/syn: Office of Cybersecurity, Energy Security, and Emergency Response; no definition listed"
CF,,https://csrc.nist.gov/glossary/term/cf,abbr/syn: Compact Flash; no definition listed
CFATS,,https://csrc.nist.gov/glossary/term/cfats,abbr/syn: Chemical Facility Anti-Terrorism Standards; no definition listed
CFB,,https://csrc.nist.gov/glossary/term/cfb,abbr/syn: Cipher Feedback; Cipher Feedback mode; no definition listed
CFC,,https://csrc.nist.gov/glossary/term/cfc,abbr/syn: NIST Cybersecurity Framework Core; no definition listed
CFFB,,https://csrc.nist.gov/glossary/term/cffb,abbr/syn: Central Facility Finksburg; no definition listed
CFI,,https://csrc.nist.gov/glossary/term/cfi,abbr/syn: Computer and Financial Investigations; no definition listed
CFO,A senior member responsible for managing the financial actions of an agency or organization.,https://csrc.nist.gov/glossary/term/cfo,abbr/syn: Chief Financial Officer; source: NIST SP 800-50r1
CFOC,,https://csrc.nist.gov/glossary/term/cfoc,abbr/syn: Chief Financial Officers Council; no definition listed
CFRDC,,https://csrc.nist.gov/glossary/term/cfrdc,abbr/syn: Computer Forensics Research and Development Center; no definition listed
CFReDS,,https://csrc.nist.gov/glossary/term/cfreds,abbr/syn: Computer Forensic Reference Data Sets; Computer Forensics Reference Data Sets; no definition listed
CFTT,,https://csrc.nist.gov/glossary/term/cftt,abbr/syn: Computer Forensic Tool Testing; Computer Forensics Tool Testing; no definition listed
CGE,,https://csrc.nist.gov/glossary/term/cge,abbr/syn: Cisco Global Exploiter; no definition listed
CGI,,https://csrc.nist.gov/glossary/term/cgi,abbr/syn: Common Gateway Interface; no definition listed
CGN,,https://csrc.nist.gov/glossary/term/cgn,abbr/syn: Carrier Grade NAT; no definition listed
cgroup,,https://csrc.nist.gov/glossary/term/cgroup,abbr/syn: Control Group; no definition listed
chain,"Two or more assessment elements that are linked by a common aspect of ISCM. Each chain has an assessment element in Program Step 1, DEFINE, called the root, which has no predecessor or parent element.",https://csrc.nist.gov/glossary/term/chain,source: NIST SP 800-137A
chain,A set of elements that represents a complete assessment concept and are related by their Parent attribute.,https://csrc.nist.gov/glossary/term/chain,source: NISTIR 8212
chain of custody,"A process that tracks the movement of evidence through its collection, safeguarding, and analysis lifecycle by documenting each person who handled the evidence, the date/time it was collected or transferred, and the purpose for the transfer.",https://csrc.nist.gov/glossary/term/chain_of_custody,source: CNSSI 4009-2015; NIST SP 800-72
chain of custody,"A process that tracks the movement of evidence through its collection, safeguarding, and analysis lifecycle by documenting each person who handled the evidence, the date/time it was collected or transferred, and the purpose for any transfers.",https://csrc.nist.gov/glossary/term/chain_of_custody,source: NIST SP 800-101 Rev. 1
chain of evidence,A process and record that shows who obtained the evidence; where and when the evidence was obtained; who secured the evidence; and who had control or possession of the evidence. The “sequencing” of the chain of evidence follows this order: collection and identification; analysis; storage; preservation; presentation in court; return to owner. Rationale: Sufficiently covered under chain of custody.,https://csrc.nist.gov/glossary/term/chain_of_evidence,source: CNSSI 4009-2015
chain of trust,An interoperable data format for PIV enrollment records that facilitates the import and export of records between PIV Card issuers.,https://csrc.nist.gov/glossary/term/chain_of_trust,abbr/syn: authentication chain; CoT; source: FIPS 201-3
chain of trust,"A method for maintaining valid trust boundaries by applying a principle of transitive trust, where each software module in a system boot process is required to measure the next module before transitioning control.",https://csrc.nist.gov/glossary/term/chain_of_trust,abbr/syn: authentication chain; CoT; source: NISTIR 8320
chain of trust,See “authentication chain.”,https://csrc.nist.gov/glossary/term/chain_of_trust,abbr/syn: authentication chain; CoT; source: NIST SP 800-81-2
chain of trust,"A certain level of trust in supply chain interactions such that each participant in the consumer-provider relationship provides adequate protection for its component products, systems, and services.",https://csrc.nist.gov/glossary/term/chain_of_trust,abbr/syn: authentication chain; CoT; source: NIST SP 800-37 Rev. 2
Chain-based proof of stake consensus model,"A proof of stake consensus model where the blockchain network decides the next block through pseudo-random selection, based on a personal stake to overall system asset ratio.",https://csrc.nist.gov/glossary/term/chain_based_proof_of_stake_consensus_model,source: NISTIR 8202
Chained Secure Zone,A DNS zone in which there is an authentication chain from the zone to a trust anchor.,https://csrc.nist.gov/glossary/term/chained_secure_zone,source: NIST SP 800-81-2
chaining,An approach for deploying CDS where two different CDS on different operating systems are placed in series to transfer information across multiple security domains.,https://csrc.nist.gov/glossary/term/chaining,source: CNSSI 4009-2015
Challenge,"For this paper, a currently difficult or impossible task that is either unique to cloud computing or exacerbated by it",https://csrc.nist.gov/glossary/term/challenge,source: NISTIR 8006
challenge and reply authentication,Prearranged procedure in which a subject requests authentication of another and the latter establishes validity with a correct reply.,https://csrc.nist.gov/glossary/term/challenge_and_reply_authentication,source: CNSSI 4009-2015
Challenge-Handshake Authentication Protocol,,https://csrc.nist.gov/glossary/term/challenge_handshake_authentication_protocol,abbr/syn: CHAP; no definition listed
Challenge-Response Authentication Mechanism,,https://csrc.nist.gov/glossary/term/challenge_response_authentication_mechanism,abbr/syn: CRAM; no definition listed
Challenge-Response Protocol,"An authentication protocol where the verifier sends the claimant a challenge (usually a random value or a nonce) that the claimant combines with a secret (often by hashing the challenge and a shared secret together, or by applying a private key operation to the challenge) to generate a response that is sent to the verifier. The verifier can independently verify the response generated by the Claimant (such as by re-computing the hash of the challenge and the shared secret and comparing to the response, or performing a public key operation on the response) and establish that the Claimant possesses and controls the secret.",https://csrc.nist.gov/glossary/term/challenge_response_protocol,source: NIST SP 800-12 Rev. 1
Challenge-Response Protocol,"An authentication protocol where the verifier sends the claimant a challenge (usually a random value or nonce) that the claimant combines with a secret (such as by hashing the challenge and a shared secret together, or by applying a private key operation to the challenge) to generate a response that is sent to the verifier. The verifier can independently verify the response generated by the claimant (such as by re-computing the hash of the challenge and the shared secret and comparing to the response, or performing a public key operation on the response) and establish that the claimant possesses and controls the secret.",https://csrc.nist.gov/glossary/term/challenge_response_protocol,source: NIST SP 800-63-3
Challenge-Response Protocol,"An authentication protocol where the Verifier sends the Claimant a challenge (usually a random value or a nonce) that the Claimant combines with a secret (such as by hashing the challenge and a shared secret together, or by applying a private key operation to the challenge) to generate a response that is sent to the Verifier. The Verifier can independently verify the response generated by the Claimant (such as by re-computing the hash of the challenge and the shared secret and comparing to the response, or performing a public key operation on the response) and establish that the Claimant possesses and controls the secret.",https://csrc.nist.gov/glossary/term/challenge_response_protocol,source: NIST SP 800-63-2
Change Control Board,,https://csrc.nist.gov/glossary/term/change_control_board,abbr/syn: CCB; no definition listed
Change of Authorization,,https://csrc.nist.gov/glossary/term/change_of_authorization,abbr/syn: CoA; COA; no definition listed
Channel,An information transfer path within a system. May also refer to the mechanism by which the path is effected.,https://csrc.nist.gov/glossary/term/channel,source: NISTIR 5153
CHAP,,https://csrc.nist.gov/glossary/term/chap,abbr/syn: Challenge Handshake Authentication Protocol; Challenge-Handshake Authentication Protocol; no definition listed
characterization,"An extended test of the performance characteristics of a clock or oscillator. A characterization involves more work than a typical calibration. The device under test is usually measured for a long period of time (days or weeks), and sometimes, a series of measurements is made under different environmental conditions. A characterization is often used to determine the types of noise that limit the uncertainty of the measurement and the sensitivity of the device to environmental changes.",https://csrc.nist.gov/glossary/term/characterization,source: NISTIR 8323; NIST IR 8323r1
Chassis Management Controller,,https://csrc.nist.gov/glossary/term/chassis_management_controller,abbr/syn: CMC; no definition listed
Check Fact Reference,"An expression that refers to a check (e.g., OVAL check, OCIL check).",https://csrc.nist.gov/glossary/term/check_fact_reference,source: NISTIR 7698
check word,Cipher text generated by cryptographic logic to detect failures in cryptography.,https://csrc.nist.gov/glossary/term/check_word,source: CNSSI 4009-2015
Checking Disabled,A Compact Disc(CD)is a class of media from which data are readby optical means.,https://csrc.nist.gov/glossary/term/checking_disabled,abbr/syn: CD; source: NIST SP 800-88 Rev. 1
Checklist,"A document that contains instructions or procedures for configuring an IT product to an operational environment, for verifying that the product has been configured properly, and/or for identifying unauthorized configuration changes to the product. Also referred to as a security configuration checklist, lockdown guide, hardening guide, security guide, security technical implementation guide (STIG), or benchmark.",https://csrc.nist.gov/glossary/term/checklist,source: NIST SP 800-70 Rev. 4
Checklist,An organized collection of rules about a particular kind of system or platform.,https://csrc.nist.gov/glossary/term/checklist,source: NISTIR 7275 Rev. 4
Checklist Developer,An individual or organization that develops and owns a checklist and submits it to the National Checklist Program.,https://csrc.nist.gov/glossary/term/checklist_developer,source: NIST SP 800-70 Rev. 4
Checklist Group,Represents the grouping of checklists based on a common source material. Commonly used if an organization packages multiple sets of product guidance under the same name.,https://csrc.nist.gov/glossary/term/checklist_group,source: NIST SP 800-70 Rev. 4; NIST SP 800-70 Rev. 3
Checklist Revision,"Represents a change to the checklist content that does not affect the underlying rule/value configuration guidance put forth by the content. A scenario that would require a new checklist revision is when SCAP content is created for a prose checklist. This revision would change the checklist's content type from Prose to SCAP Content. A new checklist revision would be created to accommodate this change, while still maintaining the Prose checklist revision for interested parties.",https://csrc.nist.gov/glossary/term/checklist_revision,source: NIST SP 800-70 Rev. 4
Checklist Revision,"Represents a change to the checklist content that does not affect the underlying rule/value configuration guidance put forth by the content. A scenario that would require a new checklist revision would be when SCAP content is created for a prose checklist. This revision would change the checklist's Tier status from Tier I to either Tier III or IV. A new checklist revision would be created to accommodate this change, while still maintaining the Tier I checklist revision for interested parties.",https://csrc.nist.gov/glossary/term/checklist_revision,source: NIST SP 800-70 Rev. 3
Checklist Role,"The primary use or function of the IT product as described by the checklist (e.g., client desktop host, web server, bastion host, network border protection, intrusion detection).",https://csrc.nist.gov/glossary/term/checklist_role,source: NIST SP 800-70 Rev. 4
Checklist Type,"The type of checklist, such as Compliance, Vulnerability, and Specialized.",https://csrc.nist.gov/glossary/term/checklist_type,source: NIST SP 800-70 Rev. 4
checksum,A value computed on data to detect error or manipulation.,https://csrc.nist.gov/glossary/term/checksum,source: NIST SP 800-128; NIST SP 800-128
checksum,"A value that (a) is computed by a function that is dependent on the contents of a data object and (b) is stored or transmitted together with the object, for detecting changes in the data.",https://csrc.nist.gov/glossary/term/checksum,source: CNSSI 4009-2015; NIST SP 800-53 Rev. 5
checksum,"A value that (a) is computed by a function that is dependent on the content of a data object and (b) is stored or transmitted together with the object, for detecting changes in the data",https://csrc.nist.gov/glossary/term/checksum,source: NIST SP 800-12 Rev. 1
checksum,Value computed on data to detect error or manipulation.,https://csrc.nist.gov/glossary/term/checksum,source: NISTIR 8202
Chemical Facility Anti-Terrorism Standards,,https://csrc.nist.gov/glossary/term/chemical_facility_anti_terrorism_standards,abbr/syn: CFATS; no definition listed
CHERI,,https://csrc.nist.gov/glossary/term/cheri,abbr/syn: Capability Hardware Enhanced RISC Instructions; no definition listed
Chief Artificial Intelligence Officer,"A senior executive responsible for coordinating their agency’s use of artificial intelligence (AI), promoting AI innovation in their agency, and managing risks from their agency’s use of AI.",https://csrc.nist.gov/glossary/term/chief_ai_officer,source: NIST SP 800-50r1
Chief Data Officer,A senior executive responsible for the utilization and governance of data across the agency or organization.,https://csrc.nist.gov/glossary/term/chief_data_officer,source: NIST SP 800-50r1
Chief Executive Officer,,https://csrc.nist.gov/glossary/term/chief_executive_officer,abbr/syn: CEO; no definition listed
Chief Financial Officer,A senior member responsible for managing the financial actions of an agency or organization.,https://csrc.nist.gov/glossary/term/chief_financial_officer,abbr/syn: CFO; source: NIST SP 800-50r1
Chief Financial Officers Council,,https://csrc.nist.gov/glossary/term/chief_financial_officers_council,abbr/syn: CFOC; no definition listed
chief information officer,"<p>Executive agency official responsible for:&nbsp;</p><p>(1) providing advice and other assistance to the head of the executive agency and other senior management personnel of the executive agency to ensure that information technology is acquired and information resources are managed in a manner that is consistent with laws, Executive Orders, directives, policies, regulations, and priorities established by the head of the agency;&nbsp;</p><p>(2) developing, maintaining, and facilitating the implementation of a sound and integrated information technology architecture for the executive agency; and&nbsp;</p><p>(3) promoting the effective and efficient design and operation of all major information resources management processes for the executive agency, including improvements to work processes of the executive agency.</p>",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO
chief information officer,"Agency official responsible for: (i) providing advice and other assistance to the head of the executive agency and other senior management personnel of the agency to ensure that information technology is acquired and information resources are managed in a manner that is consistent with laws, Executive Orders, directives, policies, regulations, and priorities established by the head of the agency; (ii) developing, maintaining, and facilitating the implementation of a sound and integrated information technology architecture for the agency; and (iii) promoting the effective and efficient design and operation of all major information resources management processes for the agency, including improvements to work processes of the agency.",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO; source: FIPS 200
chief information officer,"The senior official that provides advice and other assistance to the head of the agency and other senior management personnel of the agency to ensure that IT is acquired and information resources are managed for the agency in a manner that achieves the agency’s strategic goals and information resources management goals; and is responsible for ensuring agency compliance with, and prompt, efficient, and effective implementation of, the information policies and information resources management responsibilities, including the reduction of information collection burdens on the public.",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO; source: NIST SP 800-128; NIST SP 800-37 Rev. 2; NIST SP 800-53 Rev. 5; NIST SP 800-53A Rev. 5
chief information officer,"Agency official responsible for: (i) Providing advice and other assistance to the head of the executive agency and other senior management personnel of the agency to ensure that information technology is acquired and information resources are managed in a manner that is consistent with laws, Executive Orders, directives, policies, regulations, and priorities established by the head of the agency; (ii) Developing, maintaining, and facilitating the implementation of a sound and integrated information technology architecture for the agency; and (iii) Promoting the effective and efficient design and operation of all major information resources management processes for the agency, including improvements to work processes of the agency.",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO; source: NIST SP 800-128
chief information officer,"Agency official responsible for: 1) Providing advice and other assistance to the head of the executive agency and other senior management personnel of the agency to ensure that information technology is acquired and information resources are managed in a manner that is consistent with laws, Executive Orders, directives, policies, regulations, and priorities established by the head of the agency; 2) Developing, maintaining, and facilitating the implementation of a sound and integrated information technology architecture for the agency; and 3) Promoting the effective and efficient design and operation of all major information resources management processes for the agency, including improvements to work processes of the agency.",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO; source: NIST SP 800-137
chief information officer,"Agency official responsible for: (i) Providing advice and other assistance to the head of the executive agency and other senior management personnel of the agency to ensure that information technology is acquired and information resources are managed in a manner that is consistent with laws, Executive Orders, directives, policies, regulations, and priorities established by the head of the agency; (ii) Developing, maintaining, and facilitating the implementation of a sound and integrated information technology architecture for the agency; and (iii) Promoting the effective and efficient design and operation of all major information resources management processes for the agency, including improvements to work processes of the agency.",https://csrc.nist.gov/glossary/term/chief_information_officer,abbr/syn: CIO; source: NIST SP 800-30 Rev. 1; NIST SP 800-53A Rev. 4; NISTIR 8170
