"identifier","family","base_control","enhancement","is_enhancement","sort_as","name","withdrawn","in_privacy_baseline","in_low_baseline","in_moderate_baseline","in_high_baseline"
"RA-6","RA","RA-6","","False","RA-06-00","Technical Surveillance Countermeasures Survey","False","False","False","False","False"
"RA-7","RA","RA-7","","False","RA-07-00","Risk Response","False","True","True","True","True"
"RA-8","RA","RA-8","","False","RA-08-00","Privacy Impact Assessments","False","True","False","False","False"
"RA-9","RA","RA-9","","False","RA-09-00","Criticality Analysis","False","False","False","True","True"
"RA-10","RA","RA-10","","False","RA-10-00","Threat Hunting","False","False","False","False","False"
"SA-1","SA","SA-1","","False","SA-01-00","Policy and Procedures","False","True","True","True","True"
"SA-2","SA","SA-2","","False","SA-02-00","Allocation of Resources","False","True","True","True","True"
"SA-3","SA","SA-3","","False","SA-03-00","System Development Life Cycle","False","True","True","True","True"
"SA-3(1)","SA","SA-3","1","True","SA-03-01","System Development Life Cycle | Manage Preproduction Environment","False","False","False","False","False"
"SA-3(2)","SA","SA-3","2","True","SA-03-02","System Development Life Cycle | Use of Live or Operational Data","False","False","False","False","False"
"SA-3(3)","SA","SA-3","3","True","SA-03-03","System Development Life Cycle | Technology Refresh","False","False","False","False","False"
"SA-4","SA","SA-4","","False","SA-04-00","Acquisition Process","False","True","True","True","True"
"SA-4(1)","SA","SA-4","1","True","SA-04-01","Acquisition Process | Functional Properties of Controls","False","False","False","True","True"
"SA-4(2)","SA","SA-4","2","True","SA-04-02","Acquisition Process | Design and Implementation Information for Controls","False","False","False","True","True"
"SA-4(3)","SA","SA-4","3","True","SA-04-03","Acquisition Process | Development Methods, Techniques, and Practices","False","False","False","False","False"
"SA-4(4)","SA","SA-4","4","True","SA-04-04","Acquisition Process | Assignment of Components to Systems","False","False","False","False","False"
"SA-4(5)","SA","SA-4","5","True","SA-04-05","Acquisition Process | System, Component, and Service Configurations","False","False","False","False","True"
"SA-4(6)","SA","SA-4","6","True","SA-04-06","Acquisition Process | Use of Information Assurance Products","False","False","False","False","False"
"SA-4(7)","SA","SA-4","7","True","SA-04-07","Acquisition Process | NIAP-approved Protection Profiles","False","False","False","False","False"
"SA-4(8)","SA","SA-4","8","True","SA-04-08","Acquisition Process | Continuous Monitoring Plan for Controls","False","False","False","False","False"
"SA-4(9)","SA","SA-4","9","True","SA-04-09","Acquisition Process | Functions, Ports, Protocols, and Services in Use","False","False","False","True","True"
"SA-4(10)","SA","SA-4","10","True","SA-04-10","Acquisition Process | Use of Approved PIV Products","False","False","True","True","True"
"SA-4(11)","SA","SA-4","11","True","SA-04-11","Acquisition Process | System of Records","False","False","False","False","False"
"SA-4(12)","SA","SA-4","12","True","SA-04-12","Acquisition Process | Data Ownership","False","False","False","False","False"
"SA-5","SA","SA-5","","False","SA-05-00","System Documentation","False","False","True","True","True"
"SA-5(1)","SA","SA-5","1","True","SA-05-01","System Documentation | Functional Properties of Security Controls","False","False","False","False","False"
"SA-5(2)","SA","SA-5","2","True","SA-05-02","System Documentation | Security-relevant External System Interfaces","False","False","False","False","False"
"SA-5(3)","SA","SA-5","3","True","SA-05-03","System Documentation | High-level Design","False","False","False","False","False"
"SA-5(4)","SA","SA-5","4","True","SA-05-04","System Documentation | Low-level Design","False","False","False","False","False"
"SA-5(5)","SA","SA-5","5","True","SA-05-05","System Documentation | Source Code","False","False","False","False","False"
"SA-6","SA","SA-6","","False","SA-06-00","Software Usage Restrictions","False","False","False","False","False"
"SA-7","SA","SA-7","","False","SA-07-00","User-installed Software","False","False","False","False","False"
"SA-8","SA","SA-8","","False","SA-08-00","Security and Privacy Engineering Principles","False","False","True","True","True"
"SA-8(1)","SA","SA-8","1","True","SA-08-01","Security and Privacy Engineering Principles | Clear Abstractions","False","False","False","False","False"
"SA-8(2)","SA","SA-8","2","True","SA-08-02","Security and Privacy Engineering Principles | Least Common Mechanism","False","False","False","False","False"
"SA-8(3)","SA","SA-8","3","True","SA-08-03","Security and Privacy Engineering Principles | Modularity and Layering","False","False","False","False","False"
"SA-8(4)","SA","SA-8","4","True","SA-08-04","Security and Privacy Engineering Principles | Partially Ordered Dependencies","False","False","False","False","False"
"SA-8(5)","SA","SA-8","5","True","SA-08-05","Security and Privacy Engineering Principles | Efficiently Mediated Access","False","False","False","False","False"
"SA-8(6)","SA","SA-8","6","True","SA-08-06","Security and Privacy Engineering Principles | Minimized Sharing","False","False","False","False","False"
"SA-8(7)","SA","SA-8","7","True","SA-08-07","Security and Privacy Engineering Principles | Reduced Complexity","False","False","False","False","False"
"SA-8(8)","SA","SA-8","8","True","SA-08-08","Security and Privacy Engineering Principles | Secure Evolvability","False","False","False","False","False"
"SA-8(9)","SA","SA-8","9","True","SA-08-09","Security and Privacy Engineering Principles | Trusted Components","False","False","False","False","False"
"SA-8(10)","SA","SA-8","10","True","SA-08-10","Security and Privacy Engineering Principles | Hierarchical Trust","False","False","False","False","False"
"SA-8(11)","SA","SA-8","11","True","SA-08-11","Security and Privacy Engineering Principles | Inverse Modification Threshold","False","False","False","False","False"
"SA-8(12)","SA","SA-8","12","True","SA-08-12","Security and Privacy Engineering Principles | Hierarchical Protection","False","False","False","False","False"
"SA-8(13)","SA","SA-8","13","True","SA-08-13","Security and Privacy Engineering Principles | Minimized Security Elements","False","False","False","False","False"
"SA-8(14)","SA","SA-8","14","True","SA-08-14","Security and Privacy Engineering Principles | Least Privilege","False","False","False","False","False"
"SA-8(15)","SA","SA-8","15","True","SA-08-15","Security and Privacy Engineering Principles | Predicate Permission","False","False","False","False","False"
"SA-8(16)","SA","SA-8","16","True","SA-08-16","Security and Privacy Engineering Principles | Self-reliant Trustworthiness","False","False","False","False","False"
"SA-8(17)","SA","SA-8","17","True","SA-08-17","Security and Privacy Engineering Principles | Secure Distributed Composition","False","False","False","False","False"
"SA-8(18)","SA","SA-8","18","True","SA-08-18","Security and Privacy Engineering Principles | Trusted Communications Channels","False","False","False","False","False"
"SA-8(19)","SA","SA-8","19","True","SA-08-19","Security and Privacy Engineering Principles | Continuous Protection","False","False","False","False","False"
"SA-8(20)","SA","SA-8","20","True","SA-08-20","Security and Privacy Engineering Principles | Secure Metadata Management","False","False","False","False","False"
"SA-8(21)","SA","SA-8","21","True","SA-08-21","Security and Privacy Engineering Principles | Self-analysis","False","False","False","False","False"
"SA-8(22)","SA","SA-8","22","True","SA-08-22","Security and Privacy Engineering Principles | Accountability and Traceability","False","False","False","False","False"
"SA-8(23)","SA","SA-8","23","True","SA-08-23","Security and Privacy Engineering Principles | Secure Defaults","False","False","False","False","False"
"SA-8(24)","SA","SA-8","24","True","SA-08-24","Security and Privacy Engineering Principles | Secure Failure and Recovery","False","False","False","False","False"
"SA-8(25)","SA","SA-8","25","True","SA-08-25","Security and Privacy Engineering Principles | Economic Security","False","False","False","False","False"
"SA-8(26)","SA","SA-8","26","True","SA-08-26","Security and Privacy Engineering Principles | Performance Security","False","False","False","False","False"
"SA-8(27)","SA","SA-8","27","True","SA-08-27","Security and Privacy Engineering Principles | Human Factored Security","False","False","False","False","False"
"SA-8(28)","SA","SA-8","28","True","SA-08-28","Security and Privacy Engineering Principles | Acceptable Security","False","False","False","False","False"
"SA-8(29)","SA","SA-8","29","True","SA-08-29","Security and Privacy Engineering Principles | Repeatable and Documented Procedures","False","False","False","False","False"
"SA-8(30)","SA","SA-8","30","True","SA-08-30","Security and Privacy Engineering Principles | Procedural Rigor","False","False","False","False","False"
"SA-8(31)","SA","SA-8","31","True","SA-08-31","Security and Privacy Engineering Principles | Secure System Modification","False","False","False","False","False"
"SA-8(32)","SA","SA-8","32","True","SA-08-32","Security and Privacy Engineering Principles | Sufficient Documentation","False","False","False","False","False"
"SA-8(33)","SA","SA-8","33","True","SA-08-33","Security and Privacy Engineering Principles | Minimization","False","True","False","False","False"
"SA-9","SA","SA-9","","False","SA-09-00","External System Services","False","True","True","True","True"
"SA-9(1)","SA","SA-9","1","True","SA-09-01","External System Services | Risk Assessments and Organizational Approvals","False","False","False","False","False"
"SA-9(2)","SA","SA-9","2","True","SA-09-02","External System Services | Identification of Functions, Ports, Protocols, and Services","False","False","False","True","True"
"SA-9(3)","SA","SA-9","3","True","SA-09-03","External System Services | Establish and Maintain Trust Relationship with Providers","False","False","False","False","False"
"SA-9(4)","SA","SA-9","4","True","SA-09-04","External System Services | Consistent Interests of Consumers and Providers","False","False","False","False","False"
"SA-9(5)","SA","SA-9","5","True","SA-09-05","External System Services | Processing, Storage, and Service Location","False","False","False","False","False"
"SA-9(6)","SA","SA-9","6","True","SA-09-06","External System Services | Organization-controlled Cryptographic Keys","False","False","False","False","False"
"SA-9(7)","SA","SA-9","7","True","SA-09-07","External System Services | Organization-controlled Integrity Checking","False","False","False","False","False"
"SA-9(8)","SA","SA-9","8","True","SA-09-08","External System Services | Processing and Storage Location — U.S. Jurisdiction","False","False","False","False","False"
"SA-10","SA","SA-10","","False","SA-10-00","Developer Configuration Management","False","False","False","True","True"
"SA-10(1)","SA","SA-10","1","True","SA-10-01","Developer Configuration Management | Software and Firmware Integrity Verification","False","False","False","False","False"
"SA-10(2)","SA","SA-10","2","True","SA-10-02","Developer Configuration Management | Alternative Configuration Management","False","False","False","False","False"
"SA-10(3)","SA","SA-10","3","True","SA-10-03","Developer Configuration Management | Hardware Integrity Verification","False","False","False","False","False"
"SA-10(4)","SA","SA-10","4","True","SA-10-04","Developer Configuration Management | Trusted Generation","False","False","False","False","False"
"SA-10(5)","SA","SA-10","5","True","SA-10-05","Developer Configuration Management | Mapping Integrity for Version Control","False","False","False","False","False"
"SA-10(6)","SA","SA-10","6","True","SA-10-06","Developer Configuration Management | Trusted Distribution","False","False","False","False","False"
"SA-10(7)","SA","SA-10","7","True","SA-10-07","Developer Configuration Management | Security and Privacy Representatives","False","False","False","False","False"
"SA-11","SA","SA-11","","False","SA-11-00","Developer Testing and Evaluation","False","True","False","True","True"
"SA-11(1)","SA","SA-11","1","True","SA-11-01","Developer Testing and Evaluation | Static Code Analysis","False","False","False","False","False"
"SA-11(2)","SA","SA-11","2","True","SA-11-02","Developer Testing and Evaluation | Threat Modeling and Vulnerability Analyses","False","False","False","False","False"
"SA-11(3)","SA","SA-11","3","True","SA-11-03","Developer Testing and Evaluation | Independent Verification of Assessment Plans and Evidence","False","False","False","False","False"
"SA-11(4)","SA","SA-11","4","True","SA-11-04","Developer Testing and Evaluation | Manual Code Reviews","False","False","False","False","False"
"SA-11(5)","SA","SA-11","5","True","SA-11-05","Developer Testing and Evaluation | Penetration Testing","False","False","False","False","False"
"SA-11(6)","SA","SA-11","6","True","SA-11-06","Developer Testing and Evaluation | Attack Surface Reviews","False","False","False","False","False"
"SA-11(7)","SA","SA-11","7","True","SA-11-07","Developer Testing and Evaluation | Verify Scope of Testing and Evaluation","False","False","False","False","False"
"SA-11(8)","SA","SA-11","8","True","SA-11-08","Developer Testing and Evaluation | Dynamic Code Analysis","False","False","False","False","False"
"SA-11(9)","SA","SA-11","9","True","SA-11-09","Developer Testing and Evaluation | Interactive Application Security Testing","False","False","False","False","False"
"SA-12","SA","SA-12","","False","SA-12-00","Supply Chain Protection","False","False","False","False","False"
"SA-12(1)","SA","SA-12","1","True","SA-12-01","Supply Chain Protection | Acquisition Strategies / Tools / Methods","False","False","False","False","False"
"SA-12(2)","SA","SA-12","2","True","SA-12-02","Supply Chain Protection | Supplier Reviews","False","False","False","False","False"
"SA-12(3)","SA","SA-12","3","True","SA-12-03","Supply Chain Protection | Trusted Shipping and Warehousing","False","False","False","False","False"
"SA-12(4)","SA","SA-12","4","True","SA-12-04","Supply Chain Protection | Diversity of Suppliers","False","False","False","False","False"
"SA-12(5)","SA","SA-12","5","True","SA-12-05","Supply Chain Protection | Limitation of Harm","False","False","False","False","False"
"SA-12(6)","SA","SA-12","6","True","SA-12-06","Supply Chain Protection | Minimizing Procurement Time","False","False","False","False","False"
"SA-12(7)","SA","SA-12","7","True","SA-12-07","Supply Chain Protection | Assessments Prior to Selection / Acceptance / Update","False","False","False","False","False"
"SA-12(8)","SA","SA-12","8","True","SA-12-08","Supply Chain Protection | Use of All-source Intelligence","False","False","False","False","False"
"SA-12(9)","SA","SA-12","9","True","SA-12-09","Supply Chain Protection | Operations Security","False","False","False","False","False"
"SA-12(10)","SA","SA-12","10","True","SA-12-10","Supply Chain Protection | Validate as Genuine and Not Altered","False","False","False","False","False"
"SA-12(11)","SA","SA-12","11","True","SA-12-11","Supply Chain Protection | Penetration Testing / Analysis of Elements, Processes, and Actors","False","False","False","False","False"
"SA-12(12)","SA","SA-12","12","True","SA-12-12","Supply Chain Protection | Inter-organizational Agreements","False","False","False","False","False"
"SA-12(13)","SA","SA-12","13","True","SA-12-13","Supply Chain Protection | Critical Information System Components","False","False","False","False","False"
"SA-12(14)","SA","SA-12","14","True","SA-12-14","Supply Chain Protection | Identity and Traceability","False","False","False","False","False"
"SA-12(15)","SA","SA-12","15","True","SA-12-15","Supply Chain Protection | Processes to Address Weaknesses or Deficiencies","False","False","False","False","False"
"SA-13","SA","SA-13","","False","SA-13-00","Trustworthiness","False","False","False","False","False"
"SA-14","SA","SA-14","","False","SA-14-00","Criticality Analysis","False","False","False","False","False"
"SA-14(1)","SA","SA-14","1","True","SA-14-01","Criticality Analysis | Critical Components with No Viable Alternative Sourcing","False","False","False","False","False"
"SA-15","SA","SA-15","","False","SA-15-00","Development Process, Standards, and Tools","False","False","False","True","True"
"SA-15(1)","SA","SA-15","1","True","SA-15-01","Development Process, Standards, and Tools | Quality Metrics","False","False","False","False","False"
"SA-15(2)","SA","SA-15","2","True","SA-15-02","Development Process, Standards, and Tools | Security and Privacy Tracking Tools","False","False","False","False","False"
"SA-15(3)","SA","SA-15","3","True","SA-15-03","Development Process, Standards, and Tools | Criticality Analysis","False","False","False","True","True"
"SA-15(4)","SA","SA-15","4","True","SA-15-04","Development Process, Standards, and Tools | Threat Modeling and Vulnerability Analysis","False","False","False","False","False"
"SA-15(5)","SA","SA-15","5","True","SA-15-05","Development Process, Standards, and Tools | Attack Surface Reduction","False","False","False","False","False"
"SA-15(6)","SA","SA-15","6","True","SA-15-06","Development Process, Standards, and Tools | Continuous Improvement","False","False","False","False","False"
"SA-15(7)","SA","SA-15","7","True","SA-15-07","Development Process, Standards, and Tools | Automated Vulnerability Analysis","False","False","False","False","False"
"SA-15(8)","SA","SA-15","8","True","SA-15-08","Development Process, Standards, and Tools | Reuse of Threat and Vulnerability Information","False","False","False","False","False"
"SA-15(9)","SA","SA-15","9","True","SA-15-09","Development Process, Standards, and Tools | Use of Live Data","False","False","False","False","False"
"SA-15(10)","SA","SA-15","10","True","SA-15-10","Development Process, Standards, and Tools | Incident Response Plan","False","False","False","False","False"
"SA-15(11)","SA","SA-15","11","True","SA-15-11","Development Process, Standards, and Tools | Archive System or Component","False","False","False","False","False"
"SA-15(12)","SA","SA-15","12","True","SA-15-12","Development Process, Standards, and Tools | Minimize Personally Identifiable Information","False","False","False","False","False"
"SA-16","SA","SA-16","","False","SA-16-00","Developer-provided Training","False","False","False","False","True"
"SA-17","SA","SA-17","","False","SA-17-00","Developer Security and Privacy Architecture and Design","False","False","False","False","True"
"SA-17(1)","SA","SA-17","1","True","SA-17-01","Developer Security and Privacy Architecture and Design | Formal Policy Model","False","False","False","False","False"
"SA-17(2)","SA","SA-17","2","True","SA-17-02","Developer Security and Privacy Architecture and Design | Security-relevant Components","False","False","False","False","False"
"SA-17(3)","SA","SA-17","3","True","SA-17-03","Developer Security and Privacy Architecture and Design | Formal Correspondence","False","False","False","False","False"
"SA-17(4)","SA","SA-17","4","True","SA-17-04","Developer Security and Privacy Architecture and Design | Informal Correspondence","False","False","False","False","False"
"SA-17(5)","SA","SA-17","5","True","SA-17-05","Developer Security and Privacy Architecture and Design | Conceptually Simple Design","False","False","False","False","False"
"SA-17(6)","SA","SA-17","6","True","SA-17-06","Developer Security and Privacy Architecture and Design | Structure for Testing","False","False","False","False","False"
"SA-17(7)","SA","SA-17","7","True","SA-17-07","Developer Security and Privacy Architecture and Design | Structure for Least Privilege","False","False","False","False","False"
"SA-17(8)","SA","SA-17","8","True","SA-17-08","Developer Security and Privacy Architecture and Design | Orchestration","False","False","False","False","False"
"SA-17(9)","SA","SA-17","9","True","SA-17-09","Developer Security and Privacy Architecture and Design | Design Diversity","False","False","False","False","False"
"SA-18","SA","SA-18","","False","SA-18-00","Tamper Resistance and Detection","False","False","False","False","False"
"SA-18(1)","SA","SA-18","1","True","SA-18-01","Tamper Resistance and Detection | Multiple Phases of System Development Life Cycle","False","False","False","False","False"
"SA-18(2)","SA","SA-18","2","True","SA-18-02","Tamper Resistance and Detection | Inspection of Systems or Components","False","False","False","False","False"
"SA-19","SA","SA-19","","False","SA-19-00","Component Authenticity","False","False","False","False","False"
"SA-19(1)","SA","SA-19","1","True","SA-19-01","Component Authenticity | Anti-counterfeit Training","False","False","False","False","False"
"SA-19(2)","SA","SA-19","2","True","SA-19-02","Component Authenticity | Configuration Control for Component Service and Repair","False","False","False","False","False"
"SA-19(3)","SA","SA-19","3","True","SA-19-03","Component Authenticity | Component Disposal","False","False","False","False","False"
"SA-19(4)","SA","SA-19","4","True","SA-19-04","Component Authenticity | Anti-counterfeit Scanning","False","False","False","False","False"
"SA-20","SA","SA-20","","False","SA-20-00","Customized Development of Critical Components","False","False","False","False","False"
"SA-21","SA","SA-21","","False","SA-21-00","Developer Screening","False","False","False","False","True"
"SA-21(1)","SA","SA-21","1","True","SA-21-01","Developer Screening | Validation of Screening","False","False","False","False","False"
"SA-22","SA","SA-22","","False","SA-22-00","Unsupported System Components","False","False","True","True","True"
"SA-22(1)","SA","SA-22","1","True","SA-22-01","Unsupported System Components | Alternative Sources for Continued Support","False","False","False","False","False"
"SA-23","SA","SA-23","","False","SA-23-00","Specialization","False","False","False","False","False"
"SC-1","SC","SC-1","","False","SC-01-00","Policy and Procedures","False","False","True","True","True"
"SC-2","SC","SC-2","","False","SC-02-00","Separation of System and User Functionality","False","False","False","True","True"
"SC-2(1)","SC","SC-2","1","True","SC-02-01","Separation of System and User Functionality | Interfaces for Non-privileged Users","False","False","False","False","False"
"SC-2(2)","SC","SC-2","2","True","SC-02-02","Separation of System and User Functionality | Disassociability","False","False","False","False","False"
"SC-3","SC","SC-3","","False","SC-03-00","Security Function Isolation","False","False","False","False","True"
"SC-3(1)","SC","SC-3","1","True","SC-03-01","Security Function Isolation | Hardware Separation","False","False","False","False","False"
"SC-3(2)","SC","SC-3","2","True","SC-03-02","Security Function Isolation | Access and Flow Control Functions","False","False","False","False","False"
"SC-3(3)","SC","SC-3","3","True","SC-03-03","Security Function Isolation | Minimize Nonsecurity Functionality","False","False","False","False","False"
"SC-3(4)","SC","SC-3","4","True","SC-03-04","Security Function Isolation | Module Coupling and Cohesiveness","False","False","False","False","False"
"SC-3(5)","SC","SC-3","5","True","SC-03-05","Security Function Isolation | Layered Structures","False","False","False","False","False"
"SC-4","SC","SC-4","","False","SC-04-00","Information in Shared System Resources","False","False","False","True","True"
"SC-4(1)","SC","SC-4","1","True","SC-04-01","Information in Shared System Resources | Security Levels","False","False","False","False","False"
"SC-4(2)","SC","SC-4","2","True","SC-04-02","Information in Shared System Resources | Multilevel or Periods Processing","False","False","False","False","False"
"SC-5","SC","SC-5","","False","SC-05-00","Denial-of-service Protection","False","False","True","True","True"
"SC-5(1)","SC","SC-5","1","True","SC-05-01","Denial-of-service Protection | Restrict Ability to Attack Other Systems","False","False","False","False","False"
"SC-5(2)","SC","SC-5","2","True","SC-05-02","Denial-of-service Protection | Capacity, Bandwidth, and Redundancy","False","False","False","False","False"
"SC-5(3)","SC","SC-5","3","True","SC-05-03","Denial-of-service Protection | Detection and Monitoring","False","False","False","False","False"
"SC-6","SC","SC-6","","False","SC-06-00","Resource Availability","False","False","False","False","False"
"SC-7","SC","SC-7","","False","SC-07-00","Boundary Protection","False","False","True","True","True"
"SC-7(1)","SC","SC-7","1","True","SC-07-01","Boundary Protection | Physically Separated Subnetworks","False","False","False","False","False"
"SC-7(2)","SC","SC-7","2","True","SC-07-02","Boundary Protection | Public Access","False","False","False","False","False"
"SC-7(3)","SC","SC-7","3","True","SC-07-03","Boundary Protection | Access Points","False","False","False","True","True"
"SC-7(4)","SC","SC-7","4","True","SC-07-04","Boundary Protection | External Telecommunications Services","False","False","False","True","True"
"SC-7(5)","SC","SC-7","5","True","SC-07-05","Boundary Protection | Deny by Default — Allow by Exception","False","False","False","True","True"
"SC-7(6)","SC","SC-7","6","True","SC-07-06","Boundary Protection | Response to Recognized Failures","False","False","False","False","False"
"SC-7(7)","SC","SC-7","7","True","SC-07-07","Boundary Protection | Split Tunneling for Remote Devices","False","False","False","True","True"
"SC-7(8)","SC","SC-7","8","True","SC-07-08","Boundary Protection | Route Traffic to Authenticated Proxy Servers","False","False","False","True","True"
"SC-7(9)","SC","SC-7","9","True","SC-07-09","Boundary Protection | Restrict Threatening Outgoing Communications Traffic","False","False","False","False","False"
"SC-7(10)","SC","SC-7","10","True","SC-07-10","Boundary Protection | Prevent Exfiltration","False","False","False","False","False"
"SC-7(11)","SC","SC-7","11","True","SC-07-11","Boundary Protection | Restrict Incoming Communications Traffic","False","False","False","False","False"
"SC-7(12)","SC","SC-7","12","True","SC-07-12","Boundary Protection | Host-based Protection","False","False","False","False","False"
"SC-7(13)","SC","SC-7","13","True","SC-07-13","Boundary Protection | Isolation of Security Tools, Mechanisms, and Support Components","False","False","False","False","False"
"SC-7(14)","SC","SC-7","14","True","SC-07-14","Boundary Protection | Protect Against Unauthorized Physical Connections","False","False","False","False","False"
"SC-7(15)","SC","SC-7","15","True","SC-07-15","Boundary Protection | Networked Privileged Accesses","False","False","False","False","False"
"SC-7(16)","SC","SC-7","16","True","SC-07-16","Boundary Protection | Prevent Discovery of System Components","False","False","False","False","False"
"SC-7(17)","SC","SC-7","17","True","SC-07-17","Boundary Protection | Automated Enforcement of Protocol Formats","False","False","False","False","False"
"SC-7(18)","SC","SC-7","18","True","SC-07-18","Boundary Protection | Fail Secure","False","False","False","False","True"
"SC-7(19)","SC","SC-7","19","True","SC-07-19","Boundary Protection | Block Communication from Non-organizationally Configured Hosts","False","False","False","False","False"
"SC-7(20)","SC","SC-7","20","True","SC-07-20","Boundary Protection | Dynamic Isolation and Segregation","False","False","False","False","False"
"SC-7(21)","SC","SC-7","21","True","SC-07-21","Boundary Protection | Isolation of System Components","False","False","False","False","True"
"SC-7(22)","SC","SC-7","22","True","SC-07-22","Boundary Protection | Separate Subnets for Connecting to Different Security Domains","False","False","False","False","False"
"SC-7(23)","SC","SC-7","23","True","SC-07-23","Boundary Protection | Disable Sender Feedback on Protocol Validation Failure","False","False","False","False","False"
"SC-7(24)","SC","SC-7","24","True","SC-07-24","Boundary Protection | Personally Identifiable Information","False","True","False","False","False"
"SC-7(25)","SC","SC-7","25","True","SC-07-25","Boundary Protection | Unclassified National Security System Connections","False","False","False","False","False"
"SC-7(26)","SC","SC-7","26","True","SC-07-26","Boundary Protection | Classified National Security System Connections","False","False","False","False","False"
"SC-7(27)","SC","SC-7","27","True","SC-07-27","Boundary Protection | Unclassified Non-national Security System Connections","False","False","False","False","False"
"SC-7(28)","SC","SC-7","28","True","SC-07-28","Boundary Protection | Connections to Public Networks","False","False","False","False","False"
"SC-7(29)","SC","SC-7","29","True","SC-07-29","Boundary Protection | Separate Subnets to Isolate Functions","False","False","False","False","False"
"SC-8","SC","SC-8","","False","SC-08-00","Transmission Confidentiality and Integrity","False","False","False","True","True"
"SC-8(1)","SC","SC-8","1","True","SC-08-01","Transmission Confidentiality and Integrity | Cryptographic Protection","False","False","False","True","True"
"SC-8(2)","SC","SC-8","2","True","SC-08-02","Transmission Confidentiality and Integrity | Pre- and Post-transmission Handling","False","False","False","False","False"
"SC-8(3)","SC","SC-8","3","True","SC-08-03","Transmission Confidentiality and Integrity | Cryptographic Protection for Message Externals","False","False","False","False","False"
"SC-8(4)","SC","SC-8","4","True","SC-08-04","Transmission Confidentiality and Integrity | Conceal or Randomize Communications","False","False","False","False","False"
"SC-8(5)","SC","SC-8","5","True","SC-08-05","Transmission Confidentiality and Integrity | Protected Distribution System","False","False","False","False","False"
"SC-9","SC","SC-9","","False","SC-09-00","Transmission Confidentiality","False","False","False","False","False"
"SC-10","SC","SC-10","","False","SC-10-00","Network Disconnect","False","False","False","True","True"
"SC-11","SC","SC-11","","False","SC-11-00","Trusted Path","False","False","False","False","False"
"SC-11(1)","SC","SC-11","1","True","SC-11-01","Trusted Path | Irrefutable Communications Path","False","False","False","False","False"
"SC-12","SC","SC-12","","False","SC-12-00","Cryptographic Key Establishment and Management","False","False","True","True","True"
"SC-12(1)","SC","SC-12","1","True","SC-12-01","Cryptographic Key Establishment and Management | Availability","False","False","False","False","True"
"SC-12(2)","SC","SC-12","2","True","SC-12-02","Cryptographic Key Establishment and Management | Symmetric Keys","False","False","False","False","False"
"SC-12(3)","SC","SC-12","3","True","SC-12-03","Cryptographic Key Establishment and Management | Asymmetric Keys","False","False","False","False","False"
"SC-12(4)","SC","SC-12","4","True","SC-12-04","Cryptographic Key Establishment and Management | PKI Certificates","False","False","False","False","False"
"SC-12(5)","SC","SC-12","5","True","SC-12-05","Cryptographic Key Establishment and Management | PKI Certificates / Hardware Tokens","False","False","False","False","False"
"SC-12(6)","SC","SC-12","6","True","SC-12-06","Cryptographic Key Establishment and Management | Physical Control of Keys","False","False","False","False","False"
"SC-13","SC","SC-13","","False","SC-13-00","Cryptographic Protection","False","False","True","True","True"
"SC-13(1)","SC","SC-13","1","True","SC-13-01","Cryptographic Protection | FIPS-validated Cryptography","False","False","False","False","False"
"SC-13(2)","SC","SC-13","2","True","SC-13-02","Cryptographic Protection | NSA-approved Cryptography","False","False","False","False","False"
"SC-13(3)","SC","SC-13","3","True","SC-13-03","Cryptographic Protection | Individuals Without Formal Access Approvals","False","False","False","False","False"
"SC-13(4)","SC","SC-13","4","True","SC-13-04","Cryptographic Protection | Digital Signatures","False","False","False","False","False"
"SC-14","SC","SC-14","","False","SC-14-00","Public Access Protections","False","False","False","False","False"
"SC-15","SC","SC-15","","False","SC-15-00","Collaborative Computing Devices and Applications","False","False","True","True","True"
"SC-15(1)","SC","SC-15","1","True","SC-15-01","Collaborative Computing Devices and Applications | Physical or Logical Disconnect","False","False","False","False","False"
"SC-15(2)","SC","SC-15","2","True","SC-15-02","Collaborative Computing Devices and Applications | Blocking Inbound and Outbound Communications Traffic","False","False","False","False","False"
"SC-15(3)","SC","SC-15","3","True","SC-15-03","Collaborative Computing Devices and Applications | Disabling and Removal in Secure Work Areas","False","False","False","False","False"
"SC-15(4)","SC","SC-15","4","True","SC-15-04","Collaborative Computing Devices and Applications | Explicitly Indicate Current Participants","False","False","False","False","False"
"SC-16","SC","SC-16","","False","SC-16-00","Transmission of Security and Privacy Attributes","False","False","False","False","False"
"SC-16(1)","SC","SC-16","1","True","SC-16-01","Transmission of Security and Privacy Attributes | Integrity Verification","False","False","False","False","False"
"SC-16(2)","SC","SC-16","2","True","SC-16-02","Transmission of Security and Privacy Attributes | Anti-spoofing Mechanisms","False","False","False","False","False"
"SC-16(3)","SC","SC-16","3","True","SC-16-03","Transmission of Security and Privacy Attributes | Cryptographic Binding","False","False","False","False","False"
"SC-17","SC","SC-17","","False","SC-17-00","Public Key Infrastructure Certificates","False","False","False","True","True"
"SC-18","SC","SC-18","","False","SC-18-00","Mobile Code","False","False","False","True","True"
"SC-18(1)","SC","SC-18","1","True","SC-18-01","Mobile Code | Identify Unacceptable Code and Take Corrective Actions","False","False","False","False","False"
"SC-18(2)","SC","SC-18","2","True","SC-18-02","Mobile Code | Acquisition, Development, and Use","False","False","False","False","False"
"SC-18(3)","SC","SC-18","3","True","SC-18-03","Mobile Code | Prevent Downloading and Execution","False","False","False","False","False"
