"identifier","family","base_control","enhancement","is_enhancement","sort_as","name","withdrawn","in_privacy_baseline","in_low_baseline","in_moderate_baseline","in_high_baseline"
"AC-1","AC","AC-1","","False","AC-01-00","Policy and Procedures","False","True","True","True","True"
"AC-2","AC","AC-2","","False","AC-02-00","Account Management","False","False","True","True","True"
"AC-2(1)","AC","AC-2","1","True","AC-02-01","Account Management | Automated System Account Management","False","False","False","True","True"
"AC-2(2)","AC","AC-2","2","True","AC-02-02","Account Management | Automated Temporary and Emergency Account Management","False","False","False","True","True"
"AC-2(3)","AC","AC-2","3","True","AC-02-03","Account Management | Disable Accounts","False","False","False","True","True"
"AC-2(4)","AC","AC-2","4","True","AC-02-04","Account Management | Automated Audit Actions","False","False","False","True","True"
"AC-2(5)","AC","AC-2","5","True","AC-02-05","Account Management | Inactivity Logout","False","False","False","True","True"
"AC-2(6)","AC","AC-2","6","True","AC-02-06","Account Management | Dynamic Privilege Management","False","False","False","False","False"
"AC-2(7)","AC","AC-2","7","True","AC-02-07","Account Management | Privileged User Accounts","False","False","False","False","False"
"AC-2(8)","AC","AC-2","8","True","AC-02-08","Account Management | Dynamic Account Management","False","False","False","False","False"
"AC-2(9)","AC","AC-2","9","True","AC-02-09","Account Management | Restrictions on Use of Shared and Group Accounts","False","False","False","False","False"
"AC-2(10)","AC","AC-2","10","True","AC-02-10","Account Management | Shared and Group Account Credential Change","False","False","False","False","False"
"AC-2(11)","AC","AC-2","11","True","AC-02-11","Account Management | Usage Conditions","False","False","False","False","True"
"AC-2(12)","AC","AC-2","12","True","AC-02-12","Account Management | Account Monitoring for Atypical Usage","False","False","False","False","True"
"AC-2(13)","AC","AC-2","13","True","AC-02-13","Account Management | Disable Accounts for High-risk Individuals","False","False","False","True","True"
"AC-3","AC","AC-3","","False","AC-03-00","Access Enforcement","False","False","True","True","True"
"AC-3(1)","AC","AC-3","1","True","AC-03-01","Access Enforcement | Restricted Access to Privileged Functions","False","False","False","False","False"
"AC-3(2)","AC","AC-3","2","True","AC-03-02","Access Enforcement | Dual Authorization","False","False","False","False","False"
"AC-3(3)","AC","AC-3","3","True","AC-03-03","Access Enforcement | Mandatory Access Control","False","False","False","False","False"
"AC-3(4)","AC","AC-3","4","True","AC-03-04","Access Enforcement | Discretionary Access Control","False","False","False","False","False"
"AC-3(5)","AC","AC-3","5","True","AC-03-05","Access Enforcement | Security-relevant Information","False","False","False","False","False"
"AC-3(6)","AC","AC-3","6","True","AC-03-06","Access Enforcement | Protection of User and System Information","False","False","False","False","False"
"AC-3(7)","AC","AC-3","7","True","AC-03-07","Access Enforcement | Role-based Access Control","False","False","False","False","False"
"AC-3(8)","AC","AC-3","8","True","AC-03-08","Access Enforcement | Revocation of Access Authorizations","False","False","False","False","False"
"AC-3(9)","AC","AC-3","9","True","AC-03-09","Access Enforcement | Controlled Release","False","False","False","False","False"
"AC-3(10)","AC","AC-3","10","True","AC-03-10","Access Enforcement | Audited Override of Access Control Mechanisms","False","False","False","False","False"
"AC-3(11)","AC","AC-3","11","True","AC-03-11","Access Enforcement | Restrict Access to Specific Information Types","False","False","False","False","False"
"AC-3(12)","AC","AC-3","12","True","AC-03-12","Access Enforcement | Assert and Enforce Application Access","False","False","False","False","False"
"AC-3(13)","AC","AC-3","13","True","AC-03-13","Access Enforcement | Attribute-based Access Control","False","False","False","False","False"
"AC-3(14)","AC","AC-3","14","True","AC-03-14","Access Enforcement | Individual Access","False","True","False","False","False"
"AC-3(15)","AC","AC-3","15","True","AC-03-15","Access Enforcement | Discretionary and Mandatory Access Control","False","False","False","False","False"
"AC-4","AC","AC-4","","False","AC-04-00","Information Flow Enforcement","False","False","False","True","True"
"AC-4(1)","AC","AC-4","1","True","AC-04-01","Information Flow Enforcement | Object Security and Privacy Attributes","False","False","False","False","False"
"AC-4(2)","AC","AC-4","2","True","AC-04-02","Information Flow Enforcement | Processing Domains","False","False","False","False","False"
"AC-4(3)","AC","AC-4","3","True","AC-04-03","Information Flow Enforcement | Dynamic Information Flow Control","False","False","False","False","False"
"AC-4(4)","AC","AC-4","4","True","AC-04-04","Information Flow Enforcement | Flow Control of Encrypted Information","False","False","False","False","True"
"AC-4(5)","AC","AC-4","5","True","AC-04-05","Information Flow Enforcement | Embedded Data Types","False","False","False","False","False"
"AC-4(6)","AC","AC-4","6","True","AC-04-06","Information Flow Enforcement | Metadata","False","False","False","False","False"
"AC-4(7)","AC","AC-4","7","True","AC-04-07","Information Flow Enforcement | One-way Flow Mechanisms","False","False","False","False","False"
"AC-4(8)","AC","AC-4","8","True","AC-04-08","Information Flow Enforcement | Security and Privacy Policy Filters","False","False","False","False","False"
"AC-4(9)","AC","AC-4","9","True","AC-04-09","Information Flow Enforcement | Human Reviews","False","False","False","False","False"
"AC-4(10)","AC","AC-4","10","True","AC-04-10","Information Flow Enforcement | Enable and Disable Security or Privacy Policy Filters","False","False","False","False","False"
"AC-4(11)","AC","AC-4","11","True","AC-04-11","Information Flow Enforcement | Configuration of Security or Privacy Policy Filters","False","False","False","False","False"
"AC-4(12)","AC","AC-4","12","True","AC-04-12","Information Flow Enforcement | Data Type Identifiers","False","False","False","False","False"
"AC-4(13)","AC","AC-4","13","True","AC-04-13","Information Flow Enforcement | Decomposition into Policy-relevant Subcomponents","False","False","False","False","False"
"AC-4(14)","AC","AC-4","14","True","AC-04-14","Information Flow Enforcement | Security or Privacy Policy Filter Constraints","False","False","False","False","False"
"AC-4(15)","AC","AC-4","15","True","AC-04-15","Information Flow Enforcement | Detection of Unsanctioned Information","False","False","False","False","False"
"AC-4(16)","AC","AC-4","16","True","AC-04-16","Information Flow Enforcement | Information Transfers on Interconnected Systems","False","False","False","False","False"
"AC-4(17)","AC","AC-4","17","True","AC-04-17","Information Flow Enforcement | Domain Authentication","False","False","False","False","False"
"AC-4(18)","AC","AC-4","18","True","AC-04-18","Information Flow Enforcement | Security Attribute Binding","False","False","False","False","False"
"AC-4(19)","AC","AC-4","19","True","AC-04-19","Information Flow Enforcement | Validation of Metadata","False","False","False","False","False"
"AC-4(20)","AC","AC-4","20","True","AC-04-20","Information Flow Enforcement | Approved Solutions","False","False","False","False","False"
"AC-4(21)","AC","AC-4","21","True","AC-04-21","Information Flow Enforcement | Physical or Logical Separation of Information Flows","False","False","False","False","False"
"AC-4(22)","AC","AC-4","22","True","AC-04-22","Information Flow Enforcement | Access Only","False","False","False","False","False"
"AC-4(23)","AC","AC-4","23","True","AC-04-23","Information Flow Enforcement | Modify Non-releasable Information","False","False","False","False","False"
"AC-4(24)","AC","AC-4","24","True","AC-04-24","Information Flow Enforcement | Internal Normalized Format","False","False","False","False","False"
"AC-4(25)","AC","AC-4","25","True","AC-04-25","Information Flow Enforcement | Data Sanitization","False","False","False","False","False"
"AC-4(26)","AC","AC-4","26","True","AC-04-26","Information Flow Enforcement | Audit Filtering Actions","False","False","False","False","False"
"AC-4(27)","AC","AC-4","27","True","AC-04-27","Information Flow Enforcement | Redundant/independent Filtering Mechanisms","False","False","False","False","False"
"AC-4(28)","AC","AC-4","28","True","AC-04-28","Information Flow Enforcement | Linear Filter Pipelines","False","False","False","False","False"
"AC-4(29)","AC","AC-4","29","True","AC-04-29","Information Flow Enforcement | Filter Orchestration Engines","False","False","False","False","False"
"AC-4(30)","AC","AC-4","30","True","AC-04-30","Information Flow Enforcement | Filter Mechanisms Using Multiple Processes","False","False","False","False","False"
"AC-4(31)","AC","AC-4","31","True","AC-04-31","Information Flow Enforcement | Failed Content Transfer Prevention","False","False","False","False","False"
"AC-4(32)","AC","AC-4","32","True","AC-04-32","Information Flow Enforcement | Process Requirements for Information Transfer","False","False","False","False","False"
"AC-5","AC","AC-5","","False","AC-05-00","Separation of Duties","False","False","False","True","True"
"AC-6","AC","AC-6","","False","AC-06-00","Least Privilege","False","False","False","True","True"
"AC-6(1)","AC","AC-6","1","True","AC-06-01","Least Privilege | Authorize Access to Security Functions","False","False","False","True","True"
"AC-6(2)","AC","AC-6","2","True","AC-06-02","Least Privilege | Non-privileged Access for Nonsecurity Functions","False","False","False","True","True"
"AC-6(3)","AC","AC-6","3","True","AC-06-03","Least Privilege | Network Access to Privileged Commands","False","False","False","False","True"
"AC-6(4)","AC","AC-6","4","True","AC-06-04","Least Privilege | Separate Processing Domains","False","False","False","False","False"
"AC-6(5)","AC","AC-6","5","True","AC-06-05","Least Privilege | Privileged Accounts","False","False","False","True","True"
"AC-6(6)","AC","AC-6","6","True","AC-06-06","Least Privilege | Privileged Access by Non-organizational Users","False","False","False","False","False"
"AC-6(7)","AC","AC-6","7","True","AC-06-07","Least Privilege | Review of User Privileges","False","False","False","True","True"
"AC-6(8)","AC","AC-6","8","True","AC-06-08","Least Privilege | Privilege Levels for Code Execution","False","False","False","False","False"
"AC-6(9)","AC","AC-6","9","True","AC-06-09","Least Privilege | Log Use of Privileged Functions","False","False","False","True","True"
"AC-6(10)","AC","AC-6","10","True","AC-06-10","Least Privilege | Prohibit Non-privileged Users from Executing Privileged Functions","False","False","False","True","True"
"AC-7","AC","AC-7","","False","AC-07-00","Unsuccessful Logon Attempts","False","False","True","True","True"
"AC-7(1)","AC","AC-7","1","True","AC-07-01","Unsuccessful Logon Attempts | Automatic Account Lock","False","False","False","False","False"
"AC-7(2)","AC","AC-7","2","True","AC-07-02","Unsuccessful Logon Attempts | Purge or Wipe Mobile Device","False","False","False","False","False"
"AC-7(3)","AC","AC-7","3","True","AC-07-03","Unsuccessful Logon Attempts | Biometric Attempt Limiting","False","False","False","False","False"
"AC-7(4)","AC","AC-7","4","True","AC-07-04","Unsuccessful Logon Attempts | Use of Alternate Authentication Factor","False","False","False","False","False"
"AC-8","AC","AC-8","","False","AC-08-00","System Use Notification","False","False","True","True","True"
"AC-9","AC","AC-9","","False","AC-09-00","Previous Logon Notification","False","False","False","False","False"
"AC-9(1)","AC","AC-9","1","True","AC-09-01","Previous Logon Notification | Unsuccessful Logons","False","False","False","False","False"
"AC-9(2)","AC","AC-9","2","True","AC-09-02","Previous Logon Notification | Successful and Unsuccessful Logons","False","False","False","False","False"
"AC-9(3)","AC","AC-9","3","True","AC-09-03","Previous Logon Notification | Notification of Account Changes","False","False","False","False","False"
"AC-9(4)","AC","AC-9","4","True","AC-09-04","Previous Logon Notification | Additional Logon Information","False","False","False","False","False"
"AC-10","AC","AC-10","","False","AC-10-00","Concurrent Session Control","False","False","False","False","True"
"AC-11","AC","AC-11","","False","AC-11-00","Device Lock","False","False","False","True","True"
"AC-11(1)","AC","AC-11","1","True","AC-11-01","Device Lock | Pattern-hiding Displays","False","False","False","True","True"
"AC-12","AC","AC-12","","False","AC-12-00","Session Termination","False","False","False","True","True"
"AC-12(1)","AC","AC-12","1","True","AC-12-01","Session Termination | User-initiated Logouts","False","False","False","False","False"
"AC-12(2)","AC","AC-12","2","True","AC-12-02","Session Termination | Termination Message","False","False","False","False","False"
"AC-12(3)","AC","AC-12","3","True","AC-12-03","Session Termination | Timeout Warning Message","False","False","False","False","False"
"AC-13","AC","AC-13","","False","AC-13-00","Supervision and Review — Access Control","False","False","False","False","False"
"AC-14","AC","AC-14","","False","AC-14-00","Permitted Actions Without Identification or Authentication","False","False","True","True","True"
"AC-14(1)","AC","AC-14","1","True","AC-14-01","Permitted Actions Without Identification or Authentication | Necessary Uses","False","False","False","False","False"
"AC-15","AC","AC-15","","False","AC-15-00","Automated Marking","False","False","False","False","False"
"AC-16","AC","AC-16","","False","AC-16-00","Security and Privacy Attributes","False","False","False","False","False"
"AC-16(1)","AC","AC-16","1","True","AC-16-01","Security and Privacy Attributes | Dynamic Attribute Association","False","False","False","False","False"
"AC-16(2)","AC","AC-16","2","True","AC-16-02","Security and Privacy Attributes | Attribute Value Changes by Authorized Individuals","False","False","False","False","False"
"AC-16(3)","AC","AC-16","3","True","AC-16-03","Security and Privacy Attributes | Maintenance of Attribute Associations by System","False","False","False","False","False"
"AC-16(4)","AC","AC-16","4","True","AC-16-04","Security and Privacy Attributes | Association of Attributes by Authorized Individuals","False","False","False","False","False"
"AC-16(5)","AC","AC-16","5","True","AC-16-05","Security and Privacy Attributes | Attribute Displays on Objects to Be Output","False","False","False","False","False"
"AC-16(6)","AC","AC-16","6","True","AC-16-06","Security and Privacy Attributes | Maintenance of Attribute Association","False","False","False","False","False"
"AC-16(7)","AC","AC-16","7","True","AC-16-07","Security and Privacy Attributes | Consistent Attribute Interpretation","False","False","False","False","False"
"AC-16(8)","AC","AC-16","8","True","AC-16-08","Security and Privacy Attributes | Association Techniques and Technologies","False","False","False","False","False"
"AC-16(9)","AC","AC-16","9","True","AC-16-09","Security and Privacy Attributes | Attribute Reassignment — Regrading Mechanisms","False","False","False","False","False"
"AC-16(10)","AC","AC-16","10","True","AC-16-10","Security and Privacy Attributes | Attribute Configuration by Authorized Individuals","False","False","False","False","False"
"AC-17","AC","AC-17","","False","AC-17-00","Remote Access","False","False","True","True","True"
"AC-17(1)","AC","AC-17","1","True","AC-17-01","Remote Access | Monitoring and Control","False","False","False","True","True"
"AC-17(2)","AC","AC-17","2","True","AC-17-02","Remote Access | Protection of Confidentiality and Integrity Using Encryption","False","False","False","True","True"
"AC-17(3)","AC","AC-17","3","True","AC-17-03","Remote Access | Managed Access Control Points","False","False","False","True","True"
"AC-17(4)","AC","AC-17","4","True","AC-17-04","Remote Access | Privileged Commands and Access","False","False","False","True","True"
"AC-17(5)","AC","AC-17","5","True","AC-17-05","Remote Access | Monitoring for Unauthorized Connections","False","False","False","False","False"
"AC-17(6)","AC","AC-17","6","True","AC-17-06","Remote Access | Protection of Mechanism Information","False","False","False","False","False"
"AC-17(7)","AC","AC-17","7","True","AC-17-07","Remote Access | Additional Protection for Security Function Access","False","False","False","False","False"
"AC-17(8)","AC","AC-17","8","True","AC-17-08","Remote Access | Disable Nonsecure Network Protocols","False","False","False","False","False"
"AC-17(9)","AC","AC-17","9","True","AC-17-09","Remote Access | Disconnect or Disable Access","False","False","False","False","False"
"AC-17(10)","AC","AC-17","10","True","AC-17-10","Remote Access | Authenticate Remote Commands","False","False","False","False","False"
"AC-18","AC","AC-18","","False","AC-18-00","Wireless Access","False","False","True","True","True"
"AC-18(1)","AC","AC-18","1","True","AC-18-01","Wireless Access | Authentication and Encryption","False","False","False","True","True"
"AC-18(2)","AC","AC-18","2","True","AC-18-02","Wireless Access | Monitoring Unauthorized Connections","False","False","False","False","False"
"AC-18(3)","AC","AC-18","3","True","AC-18-03","Wireless Access | Disable Wireless Networking","False","False","False","True","True"
"AC-18(4)","AC","AC-18","4","True","AC-18-04","Wireless Access | Restrict Configurations by Users","False","False","False","False","True"
"AC-18(5)","AC","AC-18","5","True","AC-18-05","Wireless Access | Antennas and Transmission Power Levels","False","False","False","False","True"
"AC-19","AC","AC-19","","False","AC-19-00","Access Control for Mobile Devices","False","False","True","True","True"
"AC-19(1)","AC","AC-19","1","True","AC-19-01","Access Control for Mobile Devices | Use of Writable and Portable Storage Devices","False","False","False","False","False"
"AC-19(2)","AC","AC-19","2","True","AC-19-02","Access Control for Mobile Devices | Use of Personally Owned Portable Storage Devices","False","False","False","False","False"
"AC-19(3)","AC","AC-19","3","True","AC-19-03","Access Control for Mobile Devices | Use of Portable Storage Devices with No Identifiable Owner","False","False","False","False","False"
"AC-19(4)","AC","AC-19","4","True","AC-19-04","Access Control for Mobile Devices | Restrictions for Classified Information","False","False","False","False","False"
"AC-19(5)","AC","AC-19","5","True","AC-19-05","Access Control for Mobile Devices | Full Device or Container-based Encryption","False","False","False","True","True"
"AC-20","AC","AC-20","","False","AC-20-00","Use of External Systems","False","False","True","True","True"
"AC-20(1)","AC","AC-20","1","True","AC-20-01","Use of External Systems | Limits on Authorized Use","False","False","False","True","True"
"AC-20(2)","AC","AC-20","2","True","AC-20-02","Use of External Systems | Portable Storage Devices — Restricted Use","False","False","False","True","True"
"AC-20(3)","AC","AC-20","3","True","AC-20-03","Use of External Systems | Non-organizationally Owned Systems — Restricted Use","False","False","False","False","False"
"AC-20(4)","AC","AC-20","4","True","AC-20-04","Use of External Systems | Network Accessible Storage Devices — Prohibited Use","False","False","False","False","False"
"AC-20(5)","AC","AC-20","5","True","AC-20-05","Use of External Systems | Portable Storage Devices — Prohibited Use","False","False","False","False","False"
"AC-21","AC","AC-21","","False","AC-21-00","Information Sharing","False","False","False","True","True"
"AC-21(1)","AC","AC-21","1","True","AC-21-01","Information Sharing | Automated Decision Support","False","False","False","False","False"
"AC-21(2)","AC","AC-21","2","True","AC-21-02","Information Sharing | Information Search and Retrieval","False","False","False","False","False"
"AC-22","AC","AC-22","","False","AC-22-00","Publicly Accessible Content","False","False","True","True","True"
"AC-23","AC","AC-23","","False","AC-23-00","Data Mining Protection","False","False","False","False","False"
"AC-24","AC","AC-24","","False","AC-24-00","Access Control Decisions","False","False","False","False","False"
"AC-24(1)","AC","AC-24","1","True","AC-24-01","Access Control Decisions | Transmit Access Authorization Information","False","False","False","False","False"
"AC-24(2)","AC","AC-24","2","True","AC-24-02","Access Control Decisions | No User or Process Identity","False","False","False","False","False"
"AC-25","AC","AC-25","","False","AC-25-00","Reference Monitor","False","False","False","False","False"
"AT-1","AT","AT-1","","False","AT-01-00","Policy and Procedures","False","True","True","True","True"
"AT-2","AT","AT-2","","False","AT-02-00","Literacy Training and Awareness","False","True","True","True","True"
"AT-2(1)","AT","AT-2","1","True","AT-02-01","Literacy Training and Awareness | Practical Exercises","False","False","False","False","False"
"AT-2(2)","AT","AT-2","2","True","AT-02-02","Literacy Training and Awareness | Insider Threat","False","False","True","True","True"
"AT-2(3)","AT","AT-2","3","True","AT-02-03","Literacy Training and Awareness | Social Engineering and Mining","False","False","False","True","True"
"AT-2(4)","AT","AT-2","4","True","AT-02-04","Literacy Training and Awareness | Suspicious Communications and Anomalous System Behavior","False","False","False","False","False"
"AT-2(5)","AT","AT-2","5","True","AT-02-05","Literacy Training and Awareness | Advanced Persistent Threat","False","False","False","False","False"
"AT-2(6)","AT","AT-2","6","True","AT-02-06","Literacy Training and Awareness | Cyber Threat Environment","False","False","False","False","False"
"AT-3","AT","AT-3","","False","AT-03-00","Role-based Training","False","True","True","True","True"
"AT-3(1)","AT","AT-3","1","True","AT-03-01","Role-based Training | Environmental Controls","False","False","False","False","False"
"AT-3(2)","AT","AT-3","2","True","AT-03-02","Role-based Training | Physical Security Controls","False","False","False","False","False"
"AT-3(3)","AT","AT-3","3","True","AT-03-03","Role-based Training | Practical Exercises","False","False","False","False","False"
"AT-3(4)","AT","AT-3","4","True","AT-03-04","Role-based Training | Suspicious Communications and Anomalous System Behavior","False","False","False","False","False"
"AT-3(5)","AT","AT-3","5","True","AT-03-05","Role-based Training | Processing Personally Identifiable Information","False","True","False","False","False"
"AT-4","AT","AT-4","","False","AT-04-00","Training Records","False","True","True","True","True"
"AT-5","AT","AT-5","","False","AT-05-00","Contacts with Security Groups and Associations","False","False","False","False","False"
"AT-6","AT","AT-6","","False","AT-06-00","Training Feedback","False","False","False","False","False"
"AU-1","AU","AU-1","","False","AU-01-00","Policy and Procedures","False","True","True","True","True"
"AU-2","AU","AU-2","","False","AU-02-00","Event Logging","False","True","True","True","True"
"AU-2(1)","AU","AU-2","1","True","AU-02-01","Event Logging | Compilation of Audit Records from Multiple Sources","False","False","False","False","False"
"AU-2(2)","AU","AU-2","2","True","AU-02-02","Event Logging | Selection of Audit Events by Component","False","False","False","False","False"
"AU-2(3)","AU","AU-2","3","True","AU-02-03","Event Logging | Reviews and Updates","False","False","False","False","False"
"AU-2(4)","AU","AU-2","4","True","AU-02-04","Event Logging | Privileged Functions","False","False","False","False","False"
"AU-3","AU","AU-3","","False","AU-03-00","Content of Audit Records","False","False","True","True","True"
"AU-3(1)","AU","AU-3","1","True","AU-03-01","Content of Audit Records | Additional Audit Information","False","False","False","True","True"
"AU-3(2)","AU","AU-3","2","True","AU-03-02","Content of Audit Records | Centralized Management of Planned Audit Record Content","False","False","False","False","False"
"AU-3(3)","AU","AU-3","3","True","AU-03-03","Content of Audit Records | Limit Personally Identifiable Information Elements","False","True","False","False","False"
"AU-4","AU","AU-4","","False","AU-04-00","Audit Log Storage Capacity","False","False","True","True","True"
"AU-4(1)","AU","AU-4","1","True","AU-04-01","Audit Log Storage Capacity | Transfer to Alternate Storage","False","False","False","False","False"
"AU-5","AU","AU-5","","False","AU-05-00","Response to Audit Logging Process Failures","False","False","True","True","True"
"AU-5(1)","AU","AU-5","1","True","AU-05-01","Response to Audit Logging Process Failures | Storage Capacity Warning","False","False","False","False","True"
"AU-5(2)","AU","AU-5","2","True","AU-05-02","Response to Audit Logging Process Failures | Real-time Alerts","False","False","False","False","True"
"AU-5(3)","AU","AU-5","3","True","AU-05-03","Response to Audit Logging Process Failures | Configurable Traffic Volume Thresholds","False","False","False","False","False"
"AU-5(4)","AU","AU-5","4","True","AU-05-04","Response to Audit Logging Process Failures | Shutdown on Failure","False","False","False","False","False"
"AU-5(5)","AU","AU-5","5","True","AU-05-05","Response to Audit Logging Process Failures | Alternate Audit Logging Capability","False","False","False","False","False"
"AU-6","AU","AU-6","","False","AU-06-00","Audit Record Review, Analysis, and Reporting","False","False","True","True","True"
"AU-6(1)","AU","AU-6","1","True","AU-06-01","Audit Record Review, Analysis, and Reporting | Automated Process Integration","False","False","False","True","True"
"AU-6(2)","AU","AU-6","2","True","AU-06-02","Audit Record Review, Analysis, and Reporting | Automated Security Alerts","False","False","False","False","False"
"AU-6(3)","AU","AU-6","3","True","AU-06-03","Audit Record Review, Analysis, and Reporting | Correlate Audit Record Repositories","False","False","False","True","True"
"AU-6(4)","AU","AU-6","4","True","AU-06-04","Audit Record Review, Analysis, and Reporting | Central Review and Analysis","False","False","False","False","False"
"AU-6(5)","AU","AU-6","5","True","AU-06-05","Audit Record Review, Analysis, and Reporting | Integrated Analysis of Audit Records","False","False","False","False","True"
"AU-6(6)","AU","AU-6","6","True","AU-06-06","Audit Record Review, Analysis, and Reporting | Correlation with Physical Monitoring","False","False","False","False","True"
"AU-6(7)","AU","AU-6","7","True","AU-06-07","Audit Record Review, Analysis, and Reporting | Permitted Actions","False","False","False","False","False"
"AU-6(8)","AU","AU-6","8","True","AU-06-08","Audit Record Review, Analysis, and Reporting | Full Text Analysis of Privileged Commands","False","False","False","False","False"
"AU-6(9)","AU","AU-6","9","True","AU-06-09","Audit Record Review, Analysis, and Reporting | Correlation with Information from Nontechnical Sources","False","False","False","False","False"
"AU-6(10)","AU","AU-6","10","True","AU-06-10","Audit Record Review, Analysis, and Reporting | Audit Level Adjustment","False","False","False","False","False"
"AU-7","AU","AU-7","","False","AU-07-00","Audit Record Reduction and Report Generation","False","False","False","True","True"
"AU-7(1)","AU","AU-7","1","True","AU-07-01","Audit Record Reduction and Report Generation | Automatic Processing","False","False","False","True","True"
"AU-7(2)","AU","AU-7","2","True","AU-07-02","Audit Record Reduction and Report Generation | Automatic Sort and Search","False","False","False","False","False"
"AU-8","AU","AU-8","","False","AU-08-00","Time Stamps","False","False","True","True","True"
"AU-8(1)","AU","AU-8","1","True","AU-08-01","Time Stamps | Synchronization with Authoritative Time Source","False","False","False","False","False"
"AU-8(2)","AU","AU-8","2","True","AU-08-02","Time Stamps | Secondary Authoritative Time Source","False","False","False","False","False"
"AU-9","AU","AU-9","","False","AU-09-00","Protection of Audit Information","False","False","True","True","True"
"AU-9(1)","AU","AU-9","1","True","AU-09-01","Protection of Audit Information | Hardware Write-once Media","False","False","False","False","False"
"AU-9(2)","AU","AU-9","2","True","AU-09-02","Protection of Audit Information | Store on Separate Physical Systems or Components","False","False","False","False","True"
"AU-9(3)","AU","AU-9","3","True","AU-09-03","Protection of Audit Information | Cryptographic Protection","False","False","False","False","True"
"AU-9(4)","AU","AU-9","4","True","AU-09-04","Protection of Audit Information | Access by Subset of Privileged Users","False","False","False","True","True"
"AU-9(5)","AU","AU-9","5","True","AU-09-05","Protection of Audit Information | Dual Authorization","False","False","False","False","False"
"AU-9(6)","AU","AU-9","6","True","AU-09-06","Protection of Audit Information | Read-only Access","False","False","False","False","False"
"AU-9(7)","AU","AU-9","7","True","AU-09-07","Protection of Audit Information | Store on Component with Different Operating System","False","False","False","False","False"
"AU-10","AU","AU-10","","False","AU-10-00","Non-repudiation","False","False","False","False","True"
"AU-10(1)","AU","AU-10","1","True","AU-10-01","Non-repudiation | Association of Identities","False","False","False","False","False"
"AU-10(2)","AU","AU-10","2","True","AU-10-02","Non-repudiation | Validate Binding of Information Producer Identity","False","False","False","False","False"
"AU-10(3)","AU","AU-10","3","True","AU-10-03","Non-repudiation | Chain of Custody","False","False","False","False","False"
"AU-10(4)","AU","AU-10","4","True","AU-10-04","Non-repudiation | Validate Binding of Information Reviewer Identity","False","False","False","False","False"
"AU-10(5)","AU","AU-10","5","True","AU-10-05","Non-repudiation | Digital Signatures","False","False","False","False","False"
"AU-11","AU","AU-11","","False","AU-11-00","Audit Record Retention","False","True","True","True","True"
"AU-11(1)","AU","AU-11","1","True","AU-11-01","Audit Record Retention | Long-term Retrieval Capability","False","False","False","False","False"
"AU-12","AU","AU-12","","False","AU-12-00","Audit Record Generation","False","False","True","True","True"
"AU-12(1)","AU","AU-12","1","True","AU-12-01","Audit Record Generation | System-wide and Time-correlated Audit Trail","False","False","False","False","True"
"AU-12(2)","AU","AU-12","2","True","AU-12-02","Audit Record Generation | Standardized Formats","False","False","False","False","False"
"AU-12(3)","AU","AU-12","3","True","AU-12-03","Audit Record Generation | Changes by Authorized Individuals","False","False","False","False","True"
"AU-12(4)","AU","AU-12","4","True","AU-12-04","Audit Record Generation | Query Parameter Audits of Personally Identifiable Information","False","False","False","False","False"
"AU-13","AU","AU-13","","False","AU-13-00","Monitoring for Information Disclosure","False","False","False","False","False"
"AU-13(1)","AU","AU-13","1","True","AU-13-01","Monitoring for Information Disclosure | Use of Automated Tools","False","False","False","False","False"
"AU-13(2)","AU","AU-13","2","True","AU-13-02","Monitoring for Information Disclosure | Review of Monitored Sites","False","False","False","False","False"
"AU-13(3)","AU","AU-13","3","True","AU-13-03","Monitoring for Information Disclosure | Unauthorized Replication of Information","False","False","False","False","False"
"AU-14","AU","AU-14","","False","AU-14-00","Session Audit","False","False","False","False","False"
"AU-14(1)","AU","AU-14","1","True","AU-14-01","Session Audit | System Start-up","False","False","False","False","False"
"AU-14(2)","AU","AU-14","2","True","AU-14-02","Session Audit | Capture and Record Content","False","False","False","False","False"
"AU-14(3)","AU","AU-14","3","True","AU-14-03","Session Audit | Remote Viewing and Listening","False","False","False","False","False"
"AU-15","AU","AU-15","","False","AU-15-00","Alternate Audit Logging Capability","False","False","False","False","False"
"AU-16","AU","AU-16","","False","AU-16-00","Cross-organizational Audit Logging","False","False","False","False","False"
"AU-16(1)","AU","AU-16","1","True","AU-16-01","Cross-organizational Audit Logging | Identity Preservation","False","False","False","False","False"
"AU-16(2)","AU","AU-16","2","True","AU-16-02","Cross-organizational Audit Logging | Sharing of Audit Information","False","False","False","False","False"
"AU-16(3)","AU","AU-16","3","True","AU-16-03","Cross-organizational Audit Logging | Disassociability","False","False","False","False","False"
"CA-1","CA","CA-1","","False","CA-01-00","Policy and Procedures","False","True","True","True","True"
"CA-2","CA","CA-2","","False","CA-02-00","Control Assessments","False","True","True","True","True"
"CA-2(1)","CA","CA-2","1","True","CA-02-01","Control Assessments | Independent Assessors","False","False","False","True","True"
"CA-2(2)","CA","CA-2","2","True","CA-02-02","Control Assessments | Specialized Assessments","False","False","False","False","True"
"CA-2(3)","CA","CA-2","3","True","CA-02-03","Control Assessments | Leveraging Results from External Organizations","False","False","False","False","False"
"CA-3","CA","CA-3","","False","CA-03-00","Information Exchange","False","False","True","True","True"
"CA-3(1)","CA","CA-3","1","True","CA-03-01","Information Exchange | Unclassified National Security System Connections","False","False","False","False","False"
