"identifier","family","family_long_name","base_control","enhancement","is_enhancement","sort_as","control_name","assessment_objective","examine","interview","test"
"SI-10(02)_ODP[01]","SI","","SI-10","2","True","SI-10-02-01","","the time period within which input validation errors are to be reviewed is defined;","","",""
"SI-10(02)_ODP[02]","SI","","SI-10","2","True","SI-10-02-02","","the time period within which input validation errors are to be resolved is defined;","","",""
"SI-10(02)[01]","SI","","SI-10","2","True","SI-10-02-03","","input validation errors are reviewed within <SI-10(02)_ODP[01] time period>;","","",""
"SI-10(02)[02]","SI","","SI-10","2","True","SI-10-02-04","","input validation errors are resolved within <SI-10(02)_ODP[02] time period>.","","",""
"SI-10(03)","SI","","SI-10","3","True","SI-10-03-00","Information Input Validation | Predictable Behavior","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing information input validation; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for information input validation; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Automated mechanisms supporting and/or implementing predictable behavior when invalid inputs are received]."
"SI-10(03)[01]","SI","","SI-10","3","True","SI-10-03-01","","the system behaves in a predictable manner when invalid inputs are received;","","",""
"SI-10(03)[02]","SI","","SI-10","3","True","SI-10-03-02","","the system behaves in a documented manner when invalid inputs are received.","","",""
"SI-10(04)","SI","","SI-10","4","True","SI-10-04-00","Information Input Validation | Timing Interactions","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing information input validation; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for information input validation; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational processes for determining appropriate responses to invalid inputs; automated mechanisms supporting and/or implementing responses to invalid inputs]."
"SI-10(04)","SI","","SI-10","4","True","SI-10-04-01","","timing interactions among system components are accounted for in determining appropriate responses for invalid inputs.","","",""
"SI-10(05)","SI","","SI-10","5","True","SI-10-05-00","Information Input Validation | Restrict Inputs to Trusted Sources and Approved Formats","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing information input validation; system design documentation; system configuration settings and associated documentation; list of trusted sources for information inputs; list of acceptable formats for input restrictions; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for information input validation; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational processes for restricting information inputs; automated mechanisms supporting and/or implementing restriction of information inputs]."
"SI-10(05)_ODP[01]","SI","","SI-10","5","True","SI-10-05-01","","trusted sources to which the use of information inputs is to be restricted are defined;","","",""
"SI-10(05)_ODP[02]","SI","","SI-10","5","True","SI-10-05-02","","formats to which the use of information inputs is to be restricted are defined;","","",""
"SI-10(05)","SI","","SI-10","5","True","SI-10-05-03","","the use of information inputs is restricted to <SI-10(05)_ODP[01] trusted sources> and/or <SI-10(05)_ODP[02] formats>.","","",""
"SI-10(06)","SI","","SI-10","6","True","SI-10-06-00","Information Input Validation | Injection Prevention","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing information input validation; system design documentation; system configuration settings and associated documentation; list of trusted sources for information inputs; list of acceptable formats for input restrictions; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for information input validation; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational processes for preventing untrusted data injections; automated mechanisms supporting and/or implementing injection prevention]."
"SI-10(06)","SI","","SI-10","6","True","SI-10-06-01","","untrusted data injections are prevented.","","",""
"SI-11","SI","SYSTEM AND INFORMATION INTEGRITY","SI-11","","False","SI-11-00-00","Error Handling","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing system error handling; system design documentation; system configuration settings and associated documentation; documentation providing the structure and content of error messages; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for information input validation; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational processes for error handling; automated mechanisms supporting and/or implementing error handling; automated mechanisms supporting and/or implementing the management of error messages]."
"SI-11_ODP","SI","","SI-11","","False","SI-11-00-01","","personnel or roles to whom error messages are to be revealed is/are defined;","","",""
"SI-11a.","SI","","SI-11","","False","SI-11-00-02","","error messages that provide the information necessary for corrective actions are generated without revealing information that could be exploited;","","",""
"SI-11b.","SI","","SI-11","","False","SI-11-00-03","","error messages are revealed only to <SI-11_ODP personnel or roles>.","","",""
"SI-12","SI","SYSTEM AND INFORMATION INTEGRITY","SI-12","","False","SI-12-00-00","Information Management and Retention","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; records retention and disposition policy; records retention and disposition procedures; federal laws, Executive Orders, directives, policies, regulations, standards, and operational requirements applicable to information management and retention; media protection policy; media protection procedures; audit findings; system security plan; privacy plan; privacy program plan; personally identifiable information inventory; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with information and records management, retention, and disposition responsibilities; organizational personnel with information security and privacy responsibilities; network administrators].","[SELECT FROM: Organizational processes for information management, retention, and disposition; automated mechanisms supporting and/or implementing information management, retention, and disposition]."
"SI-12[01]","SI","","SI-12","","False","SI-12-00-01","","information within the system is managed in accordance with applicable laws, Executive Orders, directives, regulations, policies, standards, guidelines, and operational requirements;","","",""
"SI-12[02]","SI","","SI-12","","False","SI-12-00-02","","information within the system is retained in accordance with applicable laws, Executive Orders, directives, regulations, policies, standards, guidelines, and operational requirements;","","",""
"SI-12[03]","SI","","SI-12","","False","SI-12-00-03","","information output from the system is managed in accordance with applicable laws, Executive Orders, directives, regulations, policies, standards, guidelines, and operational requirements;","","",""
"SI-12[04]","SI","","SI-12","","False","SI-12-00-04","","information output from the system is retained in accordance with applicable laws, Executive Orders, directives, regulations, policies, standards, guidelines, and operational requirements.","","",""
"SI-12(01)","SI","","SI-12","1","True","SI-12-01-00","Information Management and Retention | Limit Personally Identifiable Information Elements","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; personally identifiable information processing procedures; records retention and disposition policy; records retention and disposition procedures; federal laws, Executive Orders, directives, policies, regulations, standards, and operational requirements applicable to limiting personally identifiable information elements; personally identifiable information inventory; system audit records; audit findings; system security plan; privacy plan; privacy program plan; privacy impact assessment; privacy risk assessment documentation; data mapping documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with information and records management, retention, and disposition responsibilities; organizational personnel with security and privacy responsibilities; network administrators].","[SELECT FROM: Organizational processes for information management and retention (including limiting personally identifiable information processing); automated mechanisms supporting and/or implementing limits to personally identifiable information processing]."
"SI-12(01)_ODP","SI","","SI-12","1","True","SI-12-01-01","","elements of personally identifiable information being processed in the information life cycle are defined;","","",""
"SI-12(01)","SI","","SI-12","1","True","SI-12-01-02","","personally identifiable information being processed in the information life cycle is limited to <SI-12(01)_ODP elements of personally identifiable information>.","","",""
"SI-12(02)","SI","","SI-12","2","True","SI-12-02-00","Information Management and Retention | Minimize Personally Identifiable Information in Testing, Training, and Research","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; personally identifiable information processing procedures; federal laws, Executive Orders, directives, policies, regulations, standards, and operational requirements applicable to minimizing the use of personally identifiable information in testing, training, and research; policy for the minimization of personally identifiable information used in testing, training, and research; procedures for the minimization of personally identifiable information used in testing, training, and research; documentation supporting minimization policy implementation (e.g., templates for testing, training, and research); data sets used for testing, training, and research; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with information and records management, retention, and disposition responsibilities; organizational personnel with information security and privacy responsibilities; network administrators; system developers; personnel with IRB responsibilities].","[SELECT FROM: Organizational processes for the minimization of personally identifiable information used in testing, training, and research; automated mechanisms supporting and/or implementing the minimization of personally identifiable information used in testing, training, and research]."
"SI-12(02)_ODP[01]","SI","","SI-12","2","True","SI-12-02-01","","techniques used to minimize the use of personally identifiable information for research are defined;","","",""
"SI-12(02)_ODP[02]","SI","","SI-12","2","True","SI-12-02-02","","techniques used to minimize the use of personally identifiable information for testing are defined;","","",""
"SI-12(02)_ODP[03]","SI","","SI-12","2","True","SI-12-02-03","","techniques used to minimize the use of personally identifiable information for training are defined;","","",""
"SI-12(02)[01]","SI","","SI-12","2","True","SI-12-02-04","","<SI-12(02)_ODP[01] techniques> are used to minimize the use of personally identifiable information for research;","","",""
"SI-12(02)[02]","SI","","SI-12","2","True","SI-12-02-05","","<SI-12(02)_ODP[02] techniques> are used to minimize the use of personally identifiable information for testing;","","",""
"SI-12(02)[03]","SI","","SI-12","2","True","SI-12-02-06","","<SI-12(02)_ODP[03] techniques> are used to minimize the use of personally identifiable information for training.","","",""
"SI-12(03)","SI","","SI-12","3","True","SI-12-03-00","Information Management and Retention | Information Disposal","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; personally identifiable information processing procedures; records retention and disposition policy; records retention and disposition procedures; laws, Executive Orders, directives, policies, regulations, standards, and operational requirements applicable to information disposal; media protection policy; media protection procedures; system audit records; audit findings; information disposal records; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel with information and records management, retention, and disposition responsibilities; organizational personnel with information security and privacy responsibilities; network administrators].","[SELECT FROM: Organizational processes for information disposition; automated mechanisms supporting and/or implementing information disposition]."
"SI-12(03)_ODP[01]","SI","","SI-12","3","True","SI-12-03-01","","techniques used to dispose of information following the retention period are defined;","","",""
"SI-12(03)_ODP[02]","SI","","SI-12","3","True","SI-12-03-02","","techniques used to destroy information following the retention period are defined;","","",""
"SI-12(03)_ODP[03]","SI","","SI-12","3","True","SI-12-03-03","","techniques used to erase information following the retention period are defined;","","",""
"SI-12(03)[01]","SI","","SI-12","3","True","SI-12-03-04","","<SI-12(03)_ODP[01] techniques> are used to dispose of information following the retention period;","","",""
"SI-12(03)[02]","SI","","SI-12","3","True","SI-12-03-05","","<SI-12(03)_ODP[02] techniques> are used to destroy information following the retention period;","","",""
"SI-12(03)[03]","SI","","SI-12","3","True","SI-12-03-06","","<SI-12(03)_ODP[03] techniques> are used to erase information following the retention period.","","",""
"SI-13","SI","SYSTEM AND INFORMATION INTEGRITY","SI-13","","False","SI-13-00-00","Predictable Failure Prevention","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing predictable failure prevention; system design documentation; system configuration settings and associated documentation; list of MTTF substitution criteria; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for MTTF determinations and activities; organizational personnel with information security responsibilities; system/network administrators; organizational personnel with contingency planning responsibilities].","[SELECT FROM: Organizational processes for managing MTTF]."
"SI-13_ODP[01]","SI","","SI-13","","False","SI-13-00-01","","system components for which mean time to failure (MTTF) should be determined are defined;","","",""
"SI-13_ODP[02]","SI","","SI-13","","False","SI-13-00-02","","mean time to failure (MTTF) substitution criteria to be used as a means to exchange active and standby components are defined;","","",""
"SI-13a.","SI","","SI-13","","False","SI-13-00-03","","mean time to failure (MTTF) is determined for <SI-13_ODP[01] system components> in specific environments of operation;","","",""
"SI-13b.","SI","","SI-13","","False","SI-13-00-04","","substitute system components and a means to exchange active and standby components are provided in accordance with <SI-13_ODP[02] mean time to failure (MTTF) substitution criteria>.","","",""
"SI-13(01)","SI","","SI-13","1","True","SI-13-01-00","Predictable Failure Prevention | Transferring Component Responsibilities","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing predictable failure prevention; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for MTTF activities; organizational personnel with information security responsibilities; system/network administrators; organizational personnel with contingency planning responsibilities].","[SELECT FROM: Organizational processes for managing MTTF; automated mechanisms supporting and/or implementing the transfer of component responsibilities to substitute components]."
"SI-13(01)_ODP","SI","","SI-13","1","True","SI-13-01-01","","the fraction or percentage of mean time to failure within which to transfer the responsibilities of a system component to a substitute component is defined;","","",""
"SI-13(01)","SI","","SI-13","1","True","SI-13-01-02","","system components are taken out of service by transferring component responsibilities to substitute components no later than <SI-13(01)_ODP fraction or percentage> of mean time to failure.","","",""
"SI-13(02)","SI","","SI-13","2","True","SI-13-02-00","Predictable Failure Prevention | Time Limit on Process Execution Without Supervision","[WITHDRAWN: Incorporated into SI-07(16).]","","",""
"SI-13(03)","SI","","SI-13","3","True","SI-13-03-00","Predictable Failure Prevention | Manual Transfer Between Components","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing predictable failure prevention; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for MTTF activities; organizational personnel with information security responsibilities; system/network administrators; organizational personnel with contingency planning responsibilities].","[SELECT FROM: Organizational processes for managing MTTF and conducting the manual transfer between active and standby components]."
"SI-13(03)_ODP","SI","","SI-13","3","True","SI-13-03-01","","the percentage of the mean time to failure for transfers to be manually initiated is defined;","","",""
"SI-13(03)","SI","","SI-13","3","True","SI-13-03-02","","transfers are initiated manually between active and standby system components when the use of the active component reaches <SI-13(03)_ODP percentage> of the mean time to failure.","","",""
"SI-13(04)","SI","","SI-13","4","True","SI-13-04-00","Predictable Failure Prevention | Standby Component Installation and Notification","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing predictable failure prevention; system design documentation; system configuration settings and associated documentation; list of actions to be taken once system component failure is detected; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for MTTF activities; organizational personnel with information security responsibilities; system/network administrators; organizational personnel with contingency planning responsibilities].","[SELECT FROM: Organizational processes for managing MTTF; automated mechanisms supporting and/or implementing the transparent installation of standby components; automated mechanisms supporting and/or implementing alarms or system shutdown if component failures are detected]."
"SI-13(04)_ODP[01]","SI","","SI-13","4","True","SI-13-04-01","","time period for standby components to be installed is defined;","","",""
"SI-13(04)_ODP[02]","SI","","SI-13","4","True","SI-13-04-02","","one or more of the following PARAMETER VALUES is/are selected: {activate <SI-13(04)_ODP[03] alarm>; automatically shut down the system; <SI-13(04)_ODP[04] action>};","","",""
"SI-13(04)_ODP[03]","SI","","SI-13","4","True","SI-13-04-03","","alarm to be activated when system component failures are detected is defined (if selected);","","",""
"SI-13(04)_ODP[04]","SI","","SI-13","4","True","SI-13-04-04","","action to be taken when system component failures are detected is defined (if selected);","","",""
"SI-13(04)(a)","SI","","SI-13","4","True","SI-13-04-05","","the standby components are successfully and transparently installed within <SI-13(04)_ODP[01] time period> if system component failures are detected;","","",""
"SI-13(04)(b)","SI","","SI-13","4","True","SI-13-04-06","","<SI-13(04)_ODP[02] SELECTED PARAMETER VALUES> are performed if system component failures are detected.","","",""
"SI-13(05)","SI","","SI-13","5","True","SI-13-05-00","Predictable Failure Prevention | Failover Capability","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing predictable failure prevention; system design documentation; system configuration settings and associated documentation; documentation describing the failover capability provided for the system; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for the failover capability; organizational personnel with information security responsibilities; system/network administrators; organizational personnel with contingency planning responsibilities].","[SELECT FROM: Organizational processes for managing the failover capability; automated mechanisms supporting and/or implementing the failover capability]."
"SI-13(05)_ODP[01]","SI","","SI-13","5","True","SI-13-05-01","","one of the following PARAMETER VALUES is selected: {real-time; near real-time};","","",""
"SI-13(05)_ODP[02]","SI","","SI-13","5","True","SI-13-05-02","","a failover capability for the system has been defined;","","",""
"SI-13(05)","SI","","SI-13","5","True","SI-13-05-03","","<SI-13(05)_ODP[01] SELECTED PARAMETER VALUE> <SI-13(05)_ODP[02] failover capability> is provided for the system.","","",""
"SI-14","SI","SYSTEM AND INFORMATION INTEGRITY","SI-14","","False","SI-14-00-00","Non-persistence","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing non-persistence for system components; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for non-persistence; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Automated mechanisms supporting and/or implementing the initiation and termination of non-persistent components]."
"SI-14_ODP[01]","SI","","SI-14","","False","SI-14-00-01","","non-persistent system components and services to be implemented are defined;","","",""
"SI-14_ODP[02]","SI","","SI-14","","False","SI-14-00-02","","one or more of the following PARAMETER VALUES is/are selected: {upon end of session of use; <SI-14_ODP[03] frequency>};","","",""
"SI-14_ODP[03]","SI","","SI-14","","False","SI-14-00-03","","the frequency at which to terminate non-persistent components and services that are initiated in a known state is defined (if selected);","","",""
"SI-14[01]","SI","","SI-14","","False","SI-14-00-04","","non-persistent <SI-14_ODP[01] system components and services> that are initiated in a known state are implemented;","","",""
"SI-14[02]","SI","","SI-14","","False","SI-14-00-05","","non-persistent <SI-14_ODP[01] system components and services> are terminated <SI-14_ODP[02] SELECTED PARAMETER VALUES>.","","",""
"SI-14(01)","SI","","SI-14","1","True","SI-14-01-00","Non-persistence | Refresh from Trusted Sources","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing non-persistence for system components; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for obtaining component and service refreshes from trusted sources; organizational personnel with information security responsibilities].","[SELECT FROM: Organizational processes for defining and obtaining component and service refreshes from trusted sources; automated mechanisms supporting and/or implementing component and service refreshes]."
"SI-14(01)_ODP","SI","","SI-14","1","True","SI-14-01-01","","trusted sources to obtain software and data for system component and service refreshes are defined;","","",""
"SI-14(01)","SI","","SI-14","1","True","SI-14-01-02","","the software and data employed during system component and service refreshes are obtained from <SI-14(01)_ODP trusted sources>.","","",""
"SI-14(02)","SI","","SI-14","2","True","SI-14-02-00","Non-persistence | Non-persistent Information","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing non-persistence for system components; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for ensuring that information is and remains non-persistent; organizational personnel with information security responsibilities].","[SELECT FROM: Organizational processes for ensuring that information is and remains non-persistent; automated mechanisms supporting and/or implementing component and service refreshes]."
"SI-14(02)_ODP[01]","SI","","SI-14","2","True","SI-14-02-01","","one of the following PARAMETER VALUES is selected: {refresh <SI-14(02)_ODP[02] information> <SI-14(02)_ODP[03] frequency>; generate <SI-14(02)_ODP[04] information> on demand};","","",""
"SI-14(02)_ODP[02]","SI","","SI-14","2","True","SI-14-02-02","","the information to be refreshed is defined (if selected);","","",""
"SI-14(02)_ODP[03]","SI","","SI-14","2","True","SI-14-02-03","","the frequency at which to refresh information is defined (if selected);","","",""
"SI-14(02)_ODP[04]","SI","","SI-14","2","True","SI-14-02-04","","the information to be generated is defined (if selected);","","",""
"SI-14(02)(a)","SI","","SI-14","2","True","SI-14-02-05","","<SI-14(02)_ODP[01] SELECTED PARAMETER VALUE> is performed;","","",""
"SI-14(02)(b)","SI","","SI-14","2","True","SI-14-02-06","","information is deleted when no longer needed.","","",""
"SI-14(03)","SI","","SI-14","3","True","SI-14-03-00","Non-persistence | Non-persistent Connectivity","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing non-persistence for system components; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for limiting persistent connections; organizational personnel with information security responsibilities].","[SELECT FROM: Organizational processes for limiting persistent connections; automated mechanisms supporting and/or implementing non-persistent connectivity]."
"SI-14(03)_ODP","SI","","SI-14","3","True","SI-14-03-01","","one of the following PARAMETER VALUES is selected: {completion of a request; a period of non-use};","","",""
"SI-14(03)[01]","SI","","SI-14","3","True","SI-14-03-02","","connections to the system are established on demand;","","",""
"SI-14(03)[02]","SI","","SI-14","3","True","SI-14-03-03","","connections to the system are terminated after <SI-14(03)_ODP SELECTED PARAMETER VALUE>.","","",""
"SI-15","SI","SYSTEM AND INFORMATION INTEGRITY","SI-15","","False","SI-15-00-00","Information Output Filtering","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing information output filtering; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for validating information output; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational processes for validating information output; automated mechanisms supporting and/or implementing information output validation]."
"SI-15_ODP","SI","","SI-15","","False","SI-15-00-01","","software programs and/or applications whose information output requires validation are defined;","","",""
"SI-15","SI","","SI-15","","False","SI-15-00-02","","information output from <SI-15_ODP software programs and/or applications> is validated to ensure that the information is consistent with the expected content.","","",""
"SI-16","SI","SYSTEM AND INFORMATION INTEGRITY","SI-16","","False","SI-16-00-00","Memory Protection","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; procedures addressing memory protection for the system; system design documentation; system configuration settings and associated documentation; list of security safeguards protecting system memory from unauthorized code execution; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for memory protection; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Automated mechanisms supporting and/or implementing safeguards to protect the system memory from unauthorized code execution]."
"SI-16_ODP","SI","","SI-16","","False","SI-16-00-01","","controls to be implemented to protect the system memory from unauthorized code execution are defined;","","",""
"SI-16","SI","","SI-16","","False","SI-16-00-02","","<SI-16_ODP controls> are implemented to protect the system memory from unauthorized code execution.","","",""
"SI-17","SI","SYSTEM AND INFORMATION INTEGRITY","SI-17","","False","SI-17-00-00","Fail-safe Procedures","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; documentation addressing fail-safe procedures for the system; system design documentation; system configuration settings and associated documentation; list of security safeguards protecting the system memory from unauthorized code execution; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for fail-safe procedures; organizational personnel with information security responsibilities; system/network administrators; system developer].","[SELECT FROM: Organizational fail-safe procedures; automated mechanisms supporting and/or implementing fail-safe procedures]."
"SI-17_ODP[01]","SI","","SI-17","","False","SI-17-00-01","","fail-safe procedures associated with failure conditions are defined;","","",""
"SI-17_ODP[02]","SI","","SI-17","","False","SI-17-00-02","","a list of failure conditions requiring fail-safe procedures is defined;","","",""
"SI-17","SI","","SI-17","","False","SI-17-00-03","","<SI-17_ODP[01] fail-safe procedures> are implemented when <SI-17_ODP[02] list of failure conditions> occur.","","",""
"SI-18","SI","SYSTEM AND INFORMATION INTEGRITY","SI-18","","False","SI-18-00-00","Personally Identifiable Information Quality Operations","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; documentation addressing personally identifiable information quality operations; quality reports; maintenance logs; system audit records; audit findings; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for performing personally identifiable information quality inspections; organizational personnel with information security responsibilities; organizational personnel with privacy responsibilities].","[SELECT FROM: Organizational processes for personally identifiable information quality inspection; automated mechanisms supporting and/or implementing personally identifiable information quality operations]."
"SI-18_ODP[01]","SI","","SI-18","","False","SI-18-00-01","","the frequency at which to check the accuracy of personally identifiable information across the information life cycle is defined;","","",""
"SI-18_ODP[02]","SI","","SI-18","","False","SI-18-00-02","","the frequency at which to check the relevance of personally identifiable information across the information life cycle is defined;","","",""
"SI-18_ODP[03]","SI","","SI-18","","False","SI-18-00-03","","the frequency at which to check the timeliness of personally identifiable information across the information life cycle is defined;","","",""
"SI-18_ODP[04]","SI","","SI-18","","False","SI-18-00-04","","the frequency at which to check the completeness of personally identifiable information across the information life cycle is defined;","","",""
"SI-18a.[01]","SI","","SI-18","","False","SI-18-00-05","","the accuracy of personally identifiable information across the information life cycle is checked <SI-18_ODP[01] frequency>;","","",""
"SI-18a.[02]","SI","","SI-18","","False","SI-18-00-06","","the relevance of personally identifiable information across the information life cycle is checked <SI-18_ODP[02] frequency>;","","",""
"SI-18a.[03]","SI","","SI-18","","False","SI-18-00-07","","the timeliness of personally identifiable information across the information life cycle is checked <SI-18_ODP[03] frequency>;","","",""
"SI-18a.[04]","SI","","SI-18","","False","SI-18-00-08","","the completeness of personally identifiable information across the information life cycle is checked <SI-18_ODP[04] frequency>;","","",""
"SI-18b.","SI","","SI-18","","False","SI-18-00-09","","inaccurate or outdated personally identifiable information is corrected or deleted.","","",""
"SI-18(01)","SI","","SI-18","1","True","SI-18-01-00","Personally Identifiable Information Quality Operations | Automation Support","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; documentation addressing personally identifiable information quality operations; quality reports; maintenance logs; system audit records; audit findings; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for performing personally identifiable information quality inspections; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Organizational processes for personally identifiable information quality inspection; automated mechanisms supporting and/or implementing personally identifiable information quality operations]."
"SI-18(01)_ODP","SI","","SI-18","1","True","SI-18-01-01","","automated mechanisms used to correct or delete personally identifiable information that is inaccurate, outdated, incorrectly determined regarding impact, or incorrectly de-identified are defined;","","",""
"SI-18(01)","SI","","SI-18","1","True","SI-18-01-02","","<SI-18(01)_ODP automated mechanisms> are used to correct or delete personally identifiable information that is inaccurate, outdated, incorrectly determined regarding impact, or incorrectly de-identified.","","",""
"SI-18(02)","SI","","SI-18","2","True","SI-18-02-00","Personally Identifiable Information Quality Operations | Data Tags","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; procedures addressing data tagging; personally identifiable information inventory; system audit records; audit findings; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for tagging data; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Data tagging mechanisms; automated mechanisms supporting and/or implementing data tagging]."
"SI-18(02)","SI","","SI-18","2","True","SI-18-02-01","","data tags are employed to automate the correction or deletion of personally identifiable information across the information life cycle within organizational systems.","","",""
"SI-18(03)","SI","","SI-18","3","True","SI-18-03-00","Personally Identifiable Information Quality Operations | Collection","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; system configuration documentation; system audit records; user interface where personally identifiable information is collected; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for data collection; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Data collection mechanisms; automated mechanisms supporting and/or validating collection directly from the individual]."
"SI-18(03)","SI","","SI-18","3","True","SI-18-03-01","","personally identifiable information is collected directly from the individual.","","",""
"SI-18(04)","SI","","SI-18","4","True","SI-18-04-00","Personally Identifiable Information Quality Operations | Individual Requests","Determine if:","[SELECT FROM: System and information integrity policy; system and information integrity procedures; personally identifiable information processing policy; system configuration; individual requests; records of correction or deletion actions performed; system audit records; system security plan; privacy plan; privacy impact assessment; privacy risk assessment documentation; other relevant documents or records].","[SELECT FROM: Organizational personnel responsible for responding to individual requests for personally identifiable information correction or deletion; organizational personnel with information security and privacy responsibilities].","[SELECT FROM: Request mechanisms; automated mechanisms supporting and/or implementing individual requests for correction or deletion]."
"SI-18(04)","SI","","SI-18","4","True","SI-18-04-01","","personally identifiable information is corrected or deleted upon request by individuals or their designated representatives.","","",""
