"term","definition","source_anchor","notes"
"SCADA","is an acronym that stands for “Supervisory Control and Data Acquisition. The protocols were mainly established to work with computers in industrial settings. The purpose of the system is to control processes such as the regulation of pumps, manufacturing equipment and other real-time sensors (i.e. on pipelines and temperature controls). Prior to the advent of the Internet this control structure was relatively safe. Today, however, the assurance data is less reliable and the communication between the computer and the process is mitigated over the Internet.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Screening","a process to verify facts about individuals related to their identity, professional credentials, previous employment, education and skills.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Secured Path","a network path that is protected from eavesdropping, intrusion and data tampering.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security Awareness","the extent to which every member of an organization understands security and the levels of security appropriate to the organization, the importance of security and consequences of a lack of security, and their individual responsibilities regarding security. Includes a clearly and formally defined plan, structured approach, and set of related activities and procedures with the objective of realizing and maintaining a security-aware organizational culture.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security by design","An approach to software and hardware that has been designed from the foundation to be secure through measures like continuous testing, authentication safeguards, and adherence to best programming practices.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security certification","a comprehensive assessment of the management, operational and technical security controls in an information system, to determine the extent to which the controls have been implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security requirements for the system.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security Infrastructure","the complete set of information security-related systems, policies, standards, guidelines, procedures, resources and physical implementations of information security administration.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security management systems","systems that collect, store and manage configuration and operational information about network devices. Includes configuration management databases and log management systems.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security Policy","a set of rules and practices that specify or regulate how a system or organization provides security services to protect sensitive and critical system resources - a senior leadership directive that indicates the direction or intent of its established goals, and assign responsibilities for, addressing security risks to an organization. The B.C government has adopted the Information Security Policy which undergoes a regular review.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security posture","the security status of the technical infrastructure and information systems to known vulnerabilities and attacks.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security review","an independent review with the scope focused on the security framework over the business processes, application and operating environment. Reviews are distinguishable from audits in that the scope of a review is less than that of an audit and therefore the level of assurance provided is lower.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security Threat and Risk Assessment (STRA)","a component of a risk analysis specifically aimed at identifying security exposures, and the potential for violation of security, which exists when there is a circumstance, capability, action, or event that could breach security and cause harm. STRAs include, but are not limited to, vulnerability testing, ethical hacking, audit reviews.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security weakness","a weakness in an application, procedure or process that may result in a security incident.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Security zone","See: **Reception Zone** , **Restricted Access Operations Zone** , **Restricted Access Security Zone**.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Segregation of Duties","a method of working whereby tasks are apportioned between different members of staff in order to reduce the scope for error and fraud. For example, users who create data are not permitted to authorise processing; and systems development staff are not allowed to be involved with live operations. This approach will not eliminate collusion between members of staff in different areas, but is a deterrent. In addition, the segregation of duties provides a safeguard to the staff and contractors against the possibility of unintentional damage through accident or incompetence - 'what they are not able to do (on the system) they cannot be blamed for'.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Sensitive information","Any information that, if disclosed, could cause harm to an individual, organization, or government.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Service Oriented Architecture (SOA)","is a design or a plan that describes a theoretical software system. This architecture describes services that are discrete, re-useable and independent of the programming or networking environment where they are used. These services have simple interfaces and since they are tools-independent, can be used by many different service consumers.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Service provider","a person or organization retained under contract to perform service for the Government of British Columbia.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Shoulder Surfing","the act of looking over a user's shoulder as they enter a password, this is one of the easiest ways of obtaining a password to breach system security. The practice is not restricted to office computers, public Internet cafés, or Wi-Fi access areas - it is used wherever passwords, PINs, or other ID codes are used. Shoulder surfing has also been used just to see if any information of interest can be obtained.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Social Engineering","is the practice of obtaining information or access by tricking legitimate innocent users. Social engineers use shoulder-surfing, in person conversation, telephone calls, email or text messages to obtain personal sensitive details, exploiting the natural tendency of a person to trust others. Generally, it is easier to take advantage of a person in this way, rather than trying to exploit computer security vulnerabilities.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Software","includes (but not limited to) application and system software, development tools, utilities.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Source Code","the actual program - as written by the programmer - which is compiled into machine code (object code) which the computer can understand. Source code is the intellectual property of the developer(s) and for many years commercial source code was never released to users, only licensed for use. Possession of Source Code is essential if an organisation is to maintain and/or modify the software without being reliant upon the original developer.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Spam","spam emails represent the vast majority of emails sent world-wide on any given day. Internet hoax emails are spam, as are mass marketing emails trying to sell goods at great prices that are counterfeit (e.g., prescription drugs without a prescription, designer goods such as purses, shoes and jewellery, and even anti-virus software and college diplomas). Spam emails almost always contain offers that are “too good to be true”, which should serve as a warning in itself.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Spoofing","impersonating another person or computer, usually by providing a false email name, URL, domain name server, or IP address. Attackers will change information in an e-mail header or in packets of information being sent over the Internet to make it look like the information came from another source. One of the more common methods used to get a person to open a mail message containing a virus or Trojan is to spoof the address that appears in the ""from"" field. Spoofing can also be done with phone numbers, caller identification (ID), and text numbers, using free technology available on the Internet.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Spyware","on the Internet, spyware is programming that is put into a person’s computer to secretly gather information about the user (such as what sites are visited) and relay it to advertisers or other interested parties. Spyware can be installed in a computer as a software virus or as the result of installing a new program on the computer.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"SQL Injection","an input validation attack specific to database-driven applications, SQL code is inserted into application queries to manipulate the database.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"SSL (Secure Sockets Layer)","a standard, developed by Netscape Communications, for encrypting information and transmitting it over the Internet more securely. A secure site URL appears as http**s** :, and the web page often has a small yellow lock symbol in the bottom bar.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"SSL-VPN","although the Secure Sockets Layer (SSL) is a protocol designed specifically for web browsers to securely access web-based applications, the fact that it encrypts information and that it authenticates at least one of the parties, also makes it a Virtual Private Network (VPN).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Standards of Conduct","employees will exhibit the highest standards of conduct - their conduct must instill confidence and trust and not bring the BC Public Service into disrepute. The honesty and integrity of the BC Public Service demands the impartiality of employees in the conduct of their duties. The requirement to comply with these Standards of Conduct is a condition of employment.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Status accounting","a comparison of configuration data stored in a configuration database to actual device configuration. Used to ensure that recorded configuration data matches actual device configuration.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Steganography","methods of hiding the existence of a message or other data. This is different than cryptography, which hides the meaning of a message but does not hide the message itself. An example of a steganographic method is ""invisible"" ink.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Supervisor","an assigned role that is accountable for human resource leadership and management within their business unit. See: **[Security Roles and Responsibilities](https://www2.gov.bc.ca/gov/content/governments/services- for-government/information-management-technology/information- security/security-roles-and-responsibilities)** for more information about the responsibilities for this role.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"System security plan","a repository of documented security information and controls (management, operational and technical) regarding an application system. See [IMIT 6.29 System Acquisition Development and Maintenance Security Standard](https://www2.gov.bc.ca/assets/gov/government/services-for- government-and-broader-public-sector/information-technology- services/standards- files/10_-_system_acquisition_development_and_maintenance_security_standard_v10.pdf) for more details.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"System utility programs","tools that when misused can subvert system, access and application controls (e.g., network sniffers, password crackers, port scanners, root kits and vulnerability assessment scanners).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Systems certificate","a formal methodology for comprehensive testing and documentation of information system security safeguards, both technical and nontechnical, in a given environment by using established evaluation criteria (the Common Criteria international standard).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Systems documentation","detailed information about a system's design specifications, its internal workings, and its functionality including schematics, architectures, data structures, procedures and authorization processes.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Systems hardening","a process of securing a computer system or server to eliminate the means of attack by patching security vulnerabilities, turning off non-essential services and closing off unnecessary network entry points in the computer system or server.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Systems privileges","permissions which allow the user to alter access rights and structures of information systems.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Telework","a working arrangement where employees work away from their official workplace for a portion of their regular work week (BC Public Service Agency, Flexible Work Options).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Third party","includes external party and includes a person outside the direct reporting structure of the Information Owner or Information Custodian (e.g., an individual, a business or organization, employees from another branch of government, or another level of government).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Thought leaders","Individuals or organizations that are recognized as an authority in a specialized field.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Threat","in the security context, any potential event or act that could cause one or more of the following to occur: unauthorized disclosure, disposal, destruction, removal, modification or interruption of sensitive information, assets or services, or injury to people. A threat may be deliberate, accidental or of natural origin. See: **Vulnerability** and **Information security event**.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Threat Vector","the method a threat uses to get to the target.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Trojan Horse","a non-replicating program in which malicious or harmful code is contained inside apparently harmless programming or data in such a way that it can get control and do damage by installing a “backdoor”, allowing outsiders to access and control your computer. Some Trojan horses replace existing files with malicious versions, while others add another application to a computing device without overwriting existing files. They can be difficult to detect as they often appear to be providing a beneficial purpose.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Trusted path","See: **secured path**","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Two-person access control","a system of requiring the presence of two authorized persons to perform an action, each capable of detecting incorrect or unauthorized security procedures with respect to the task being performed. For example, a locked cabinet or safe which has two locks requiring action by two persons, each with a unique key or code and which requires the presence of two persons to access or open.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Unauthorized Access","category of incident where an individual gains logical or physical access without permission to a network, system, application, data, or other resource.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Uninterruptible power supply (UPS)","a backup power source for computers and computer networks to insure on-going operation in the event of a power failure.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"User","a person authorized to access an electronic service or information system.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"User Identifier","is the unique personal identifier that is authorized to access the government's computer and information systems. Your IDIR account is your government User IDentifier which in combination with your password provides a secure single sign-on that is unique to you. It is essential that you protect your IDIR/password combination.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Virus","self-replicating, malicious code that attaches itself to an application program or other executable system component and distributes the copies of itself to other files, programs, or computing devices, but leaves no obvious signs of its presence. Viruses insert themselves into host programs and spread when the infected program is executed (e.g., opening a file, running a program, or clicking on a file attachment).","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"VOIP Security (Voice Over Internet Protocol)","voice communications can be transmitted as data over the Internet in packets. A completely different set of infrastructure components are utilized than with traditional verbal communications. Many of the same challenges exist with the security of audio communications on the Internet as those that exist with the web and computer networks.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"VPN (Virtual Private Network)","using a public network - usually the Internet - to connect securely to a private network, such as a company's network is the basis of a VPN or virtual private network. Companies and organizations will use a VPN to communicate confidentially over a public network and to send voice, video or data. It is also an excellent option for remote workers and organizations with global offices and partners to share data in a private manner.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Vulnerability","in the security context, a flaw or weakness in security design, implementation, system, organization, processes, procedures, or controls that could be triggered or intentionally exploited by a~~~~ threat to gain unauthorized access to information or to disrupt critical processing, resulting in a security incident or breach.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Wireless Local Area Network (LAN)","a Local Area Network that uses wireless transmission media, such as 802.11a/b/g/n or WiMax.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Worm","a computer program that can run independently, can propagate a complete working version of itself onto other hosts on a network, and may consume computer resources destructively. Worms waste system and network resources and may damage systems by performing malicious acts such as installing backdoors and performing DoS attacks.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Zero Day","the zero-day attack or threat is a computer threat that tries to exploit computer application vulnerabilities that are unknown to others or undisclosed to the software developer. Zero-day exploits (actual code that can use a security hole to carry out an attack) are used or shared by attackers before the software developer knows about the vulnerability.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Zombies","a zombie computer (often shortened as zombie) is a computer connected to the Internet that has been compromised by a hacker, a computer virus, or a trojan horse. Generally, a compromised machine is only one of many in a botnet, and will be used to perform malicious tasks of one sort or another under remote direction. Most owners of zombie computers are unaware that their system is being used in this way. Because the owner tends to be unaware, these computers are metaphorically compared to zombies.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
"Zone","See: **Reception Zone** , **Restricted Access Operations Zone** , **R****estricted Access Security Zone**.","https://www2.gov.bc.ca/gov/content/governments/services-for-government/information-management-technology/information-security/information-security-awareness/information-security-glossary",""
